ID condition rando type order block chunk sound_dist concept_dist answer RT score problem gender age native
subject_1 concept 0 Task 2 0 1 0 1 1 2341 0.75 No M 40-49 yes
subject_1 concept 0 Task 1 0 1 0 0 0 2407 0.75 No M 40-49 yes
subject_1 concept 0 Task 4 0 1 0 3 0 2712 0.75 No M 40-49 yes
subject_1 concept 0 Task 3 0 1 0 2 0 2414 0.75 No M 40-49 yes
subject_1 concept 0 Task 2 0 1 0 1 0 1905 0.75 No M 40-49 yes
subject_1 concept 0 Task 4 0 1 0 3 0 2086 0.75 No M 40-49 yes
subject_1 concept 0 Task 5 0 1 0 4 1 1957 0.75 No M 40-49 yes
subject_1 concept 0 Task 1 0 1 0 0 1 2559 0.75 No M 40-49 yes
subject_1 concept 0 Task 1 0 1 0 0 1 2156 0.75 No M 40-49 yes
subject_1 concept 0 Task 4 0 1 0 3 0 2023 0.75 No M 40-49 yes
subject_1 concept 0 Task 5 0 1 0 4 1 1998 0.75 No M 40-49 yes
subject_1 concept 0 Task 2 0 1 0 1 0 2242 0.75 No M 40-49 yes
subject_1 concept 0 Task 3 0 1 0 2 0 2074 0.75 No M 40-49 yes
subject_1 concept 0 Task 5 0 1 0 4 1 2106 0.75 No M 40-49 yes
subject_1 concept 0 Task 1 0 1 0 0 0 2597 0.75 No M 40-49 yes
subject_1 concept 0 Task 3 0 1 0 2 0 2053 0.75 No M 40-49 yes
subject_1 concept 0 Task 4 0 1 0 3 0 2449 0.75 No M 40-49 yes
subject_1 concept 0 Task 2 0 1 0 1 0 2017 0.75 No M 40-49 yes
subject_1 concept 0 Task 5 0 1 0 4 1 2088 0.75 No M 40-49 yes
subject_1 concept 0 Task 1 0 1 0 0 0 2040 0.75 No M 40-49 yes
subject_1 concept 0 Task 3 0 1 0 2 0 1875 0.75 No M 40-49 yes
subject_1 concept 0 Task 4 0 1 0 3 1 2301 0.75 No M 40-49 yes
subject_1 concept 0 Task 2 0 1 0 1 0 2082 0.75 No M 40-49 yes
subject_1 joint 0 Task 0 0 2 2 1 0 2740 0.75 No M 40-49 yes
subject_1 joint 0 Task 0 0 2 1 3 0 2112 0.75 No M 40-49 yes
subject_1 joint 0 Task 0 0 2 2 4 1 2098 0.75 No M 40-49 yes
subject_1 joint 0 Task 0 0 2 1 1 0 2136 0.75 No M 40-49 yes
subject_1 joint 0 Task 0 0 2 1 4 1 2015 0.75 No M 40-49 yes
subject_1 joint 0 Task 0 0 2 0 1 0 2080 0.75 No M 40-49 yes
subject_1 joint 0 Task 0 0 2 0 0 0 2000 0.75 No M 40-49 yes
subject_1 joint 0 Task 0 0 2 3 4 1 2046 0.75 No M 40-49 yes
subject_1 joint 0 Task 0 0 2 4 3 1 2022 0.75 No M 40-49 yes
subject_1 joint 0 Task 0 0 2 2 0 0 2148 0.75 No M 40-49 yes
subject_1 joint 0 Task 0 0 2 0 3 0 2241 0.75 No M 40-49 yes
subject_1 joint 0 Task 0 0 2 3 0 1 2143 0.75 No M 40-49 yes
subject_1 joint 0 Task 0 0 2 2 2 1 2151 0.75 No M 40-49 yes
subject_1 joint 0 Task 0 0 2 4 0 1 2118 0.75 No M 40-49 yes
subject_1 joint 0 Task 0 0 2 1 0 0 2141 0.75 No M 40-49 yes
subject_1 joint 0 Task 0 0 2 3 3 1 2844 0.75 No M 40-49 yes
subject_1 joint 0 Task 0 0 2 3 1 1 2067 0.75 No M 40-49 yes
subject_1 joint 0 Task 0 0 2 0 4 0 2539 0.75 No M 40-49 yes
subject_1 joint 0 Task 0 0 2 4 2 1 2151 0.75 No M 40-49 yes
subject_1 joint 0 Task 0 0 2 3 2 1 2267 0.75 No M 40-49 yes
subject_1 joint 0 Task 0 0 2 4 4 1 2094 0.75 No M 40-49 yes
subject_1 joint 0 Task 0 0 2 1 2 0 2349 0.75 No M 40-49 yes
subject_1 joint 0 Task 0 0 2 2 3 0 7481 0.75 No M 40-49 yes
subject_1 joint 0 Task 0 0 2 0 2 0 2227 0.75 No M 40-49 yes
subject_1 joint 0 Task 0 0 2 4 1 1 2095 0.75 No M 40-49 yes
subject_1 concept 0 Task 4 0 2 0 3 0 2355 0.75 No M 40-49 yes
subject_1 concept 0 Task 1 0 2 0 0 0 2160 0.75 No M 40-49 yes
subject_1 concept 0 Task 2 0 2 0 1 1 2031 0.75 No M 40-49 yes
subject_1 concept 0 Task 3 0 2 0 2 0 2047 0.75 No M 40-49 yes
subject_1 concept 0 Task 5 0 2 0 4 1 2114 0.75 No M 40-49 yes
subject_1 concept 0 Task 1 0 2 0 0 1 1963 0.75 No M 40-49 yes
subject_1 concept 0 Task 2 0 2 0 1 1 2204 0.75 No M 40-49 yes
subject_1 concept 0 Task 5 0 2 0 4 0 2045 0.75 No M 40-49 yes
subject_1 concept 0 Task 3 0 2 0 2 0 3013 0.75 No M 40-49 yes
subject_1 concept 0 Task 4 0 2 0 3 1 2192 0.75 No M 40-49 yes
subject_1 concept 0 Task 1 0 2 0 0 1 12506 0.75 No M 40-49 yes
subject_1 concept 0 Task 4 0 2 0 3 1 2586 0.75 No M 40-49 yes
subject_1 concept 0 Task 5 0 2 0 4 1 2102 0.75 No M 40-49 yes
subject_1 concept 0 Task 2 0 2 0 1 0 2393 0.75 No M 40-49 yes
subject_1 concept 0 Task 3 0 2 0 2 1 2313 0.75 No M 40-49 yes
subject_1 concept 0 Task 2 0 2 0 1 1 2467 0.75 No M 40-49 yes
subject_1 concept 0 Task 5 0 2 0 4 0 2070 0.75 No M 40-49 yes
subject_1 concept 0 Task 4 0 2 0 3 1 2229 0.75 No M 40-49 yes
subject_1 concept 0 Task 1 0 2 0 0 1 2159 0.75 No M 40-49 yes
subject_1 concept 0 Task 3 0 2 0 2 1 2750 0.75 No M 40-49 yes
subject_1 concept 0 Task 3 0 2 0 2 1 2397 0.75 No M 40-49 yes
subject_1 concept 0 Task 4 0 2 0 3 0 2386 0.75 No M 40-49 yes
subject_1 concept 0 Task 1 0 2 0 0 0 2122 0.75 No M 40-49 yes
subject_1 concept 0 Task 5 0 2 0 4 0 3896 0.75 No M 40-49 yes
subject_1 concept 0 Task 2 0 2 0 1 0 2783 0.75 No M 40-49 yes
subject_1 sound 0 Task 1 0 2 0 0 0 2492 0.75 No M 40-49 yes
subject_1 sound 0 Task 4 0 2 3 0 1 2224 0.75 No M 40-49 yes
subject_1 sound 0 Task 2 0 2 1 0 0 2175 0.75 No M 40-49 yes
subject_1 sound 0 Task 3 0 2 2 0 0 2087 0.75 No M 40-49 yes
subject_1 sound 0 Task 5 0 2 4 0 1 2124 0.75 No M 40-49 yes
subject_1 sound 0 Task 5 0 2 4 0 1 2053 0.75 No M 40-49 yes
subject_1 sound 0 Task 3 0 2 2 0 0 2212 0.75 No M 40-49 yes
subject_1 sound 0 Task 2 0 2 1 0 0 2036 0.75 No M 40-49 yes
subject_1 sound 0 Task 4 0 2 3 0 1 2123 0.75 No M 40-49 yes
subject_1 sound 0 Task 1 0 2 0 0 0 2042 0.75 No M 40-49 yes
subject_1 sound 0 Task 4 0 2 3 0 1 1977 0.75 No M 40-49 yes
subject_1 sound 0 Task 5 0 2 4 0 1 1997 0.75 No M 40-49 yes
subject_1 sound 0 Task 2 0 2 1 0 0 2088 0.75 No M 40-49 yes
subject_1 sound 0 Task 1 0 2 0 0 0 2488 0.75 No M 40-49 yes
subject_1 sound 0 Task 3 0 2 2 0 0 2484 0.75 No M 40-49 yes
subject_1 sound 0 Task 5 0 2 4 0 1 2440 0.75 No M 40-49 yes
subject_1 sound 0 Task 2 0 2 1 0 0 2199 0.75 No M 40-49 yes
subject_1 sound 0 Task 3 0 2 2 0 1 2126 0.75 No M 40-49 yes
subject_1 sound 0 Task 1 0 2 0 0 0 2043 0.75 No M 40-49 yes
subject_1 sound 0 Task 4 0 2 3 0 1 2040 0.75 No M 40-49 yes
subject_1 sound 0 Task 5 0 2 4 0 1 2153 0.75 No M 40-49 yes
subject_1 sound 0 Task 1 0 2 0 0 0 2302 0.75 No M 40-49 yes
subject_1 sound 0 Task 4 0 2 3 0 1 2402 0.75 No M 40-49 yes
subject_1 sound 0 Task 2 0 2 1 0 0 2336 0.75 No M 40-49 yes
subject_1 sound 0 Task 3 0 2 2 0 1 2043 0.75 No M 40-49 yes
subject_1 concept 0 Task 3 0 3 0 2 0 2856 0.75 No M 40-49 yes
subject_1 concept 0 Task 1 0 3 0 0 0 2049 0.75 No M 40-49 yes
subject_1 concept 0 Task 4 0 3 0 3 0 2031 0.75 No M 40-49 yes
subject_1 concept 0 Task 5 0 3 0 4 1 1886 0.75 No M 40-49 yes
subject_1 concept 0 Task 2 0 3 0 1 0 2101 0.75 No M 40-49 yes
subject_1 concept 0 Task 2 0 3 0 1 0 2077 0.75 No M 40-49 yes
subject_1 concept 0 Task 1 0 3 0 0 0 2087 0.75 No M 40-49 yes
subject_1 concept 0 Task 5 0 3 0 4 1 2123 0.75 No M 40-49 yes
subject_1 concept 0 Task 3 0 3 0 2 1 2031 0.75 No M 40-49 yes
subject_1 concept 0 Task 4 0 3 0 3 1 2020 0.75 No M 40-49 yes
subject_1 concept 0 Task 1 0 3 0 0 0 2309 0.75 No M 40-49 yes
subject_1 concept 0 Task 2 0 3 0 1 1 2462 0.75 No M 40-49 yes
subject_1 concept 0 Task 3 0 3 0 2 0 11860 0.75 No M 40-49 yes
subject_1 concept 0 Task 5 0 3 0 4 1 1989 0.75 No M 40-49 yes
subject_1 concept 0 Task 4 0 3 0 3 1 2227 0.75 No M 40-49 yes
subject_1 concept 0 Task 3 0 3 0 2 1 2347 0.75 No M 40-49 yes
subject_1 concept 0 Task 2 0 3 0 1 1 2378 0.75 No M 40-49 yes
subject_1 concept 0 Task 1 0 3 0 0 0 2113 0.75 No M 40-49 yes
subject_1 concept 0 Task 4 0 3 0 3 0 2253 0.75 No M 40-49 yes
subject_1 concept 0 Task 5 0 3 0 4 1 2104 0.75 No M 40-49 yes
subject_1 concept 0 Task 1 0 3 0 0 0 1949 0.75 No M 40-49 yes
subject_1 concept 0 Task 3 0 3 0 2 0 2013 0.75 No M 40-49 yes
subject_1 concept 0 Task 4 0 3 0 3 0 2047 0.75 No M 40-49 yes
subject_1 concept 0 Task 5 0 3 0 4 1 2099 0.75 No M 40-49 yes
subject_1 concept 0 Task 2 0 3 0 1 0 2087 0.75 No M 40-49 yes
subject_1 sound 0 Task 1 0 3 0 0 0 2049 0.75 No M 40-49 yes
subject_1 sound 0 Task 3 0 3 2 0 1 1992 0.75 No M 40-49 yes
subject_1 sound 0 Task 5 0 3 4 0 1 2232 0.75 No M 40-49 yes
subject_1 sound 0 Task 4 0 3 3 0 1 2221 0.75 No M 40-49 yes
subject_1 sound 0 Task 2 0 3 1 0 0 2296 0.75 No M 40-49 yes
subject_1 sound 0 Task 1 0 3 0 0 0 2225 0.75 No M 40-49 yes
subject_1 sound 0 Task 4 0 3 3 0 1 2142 0.75 No M 40-49 yes
subject_1 sound 0 Task 5 0 3 4 0 1 2117 0.75 No M 40-49 yes
subject_1 sound 0 Task 3 0 3 2 0 0 2541 0.75 No M 40-49 yes
subject_1 sound 0 Task 2 0 3 1 0 0 2180 0.75 No M 40-49 yes
subject_1 sound 0 Task 2 0 3 1 0 0 2195 0.75 No M 40-49 yes
subject_1 sound 0 Task 4 0 3 3 0 1 2151 0.75 No M 40-49 yes
subject_1 sound 0 Task 1 0 3 0 0 0 2142 0.75 No M 40-49 yes
subject_1 sound 0 Task 5 0 3 4 0 1 2181 0.75 No M 40-49 yes
subject_1 sound 0 Task 3 0 3 2 0 1 15343 0.75 No M 40-49 yes
subject_1 sound 0 Task 1 0 3 0 0 0 2068 0.75 No M 40-49 yes
subject_1 sound 0 Task 2 0 3 1 0 0 2073 0.75 No M 40-49 yes
subject_1 sound 0 Task 4 0 3 3 0 1 2222 0.75 No M 40-49 yes
subject_1 sound 0 Task 5 0 3 4 0 1 2246 0.75 No M 40-49 yes
subject_1 sound 0 Task 3 0 3 2 0 0 2208 0.75 No M 40-49 yes
subject_1 sound 0 Task 5 0 3 4 0 1 2172 0.75 No M 40-49 yes
subject_1 sound 0 Task 3 0 3 2 0 0 2181 0.75 No M 40-49 yes
subject_1 sound 0 Task 1 0 3 0 0 0 2125 0.75 No M 40-49 yes
subject_1 sound 0 Task 2 0 3 1 0 0 2152 0.75 No M 40-49 yes
subject_1 sound 0 Task 4 0 3 3 0 1 2121 0.75 No M 40-49 yes
subject_1 joint 0 Task 0 0 3 1 1 0 2836 0.75 No M 40-49 yes
subject_1 joint 0 Task 0 0 3 1 0 0 2650 0.75 No M 40-49 yes
subject_1 joint 0 Task 0 0 3 0 4 1 2107 0.75 No M 40-49 yes
subject_1 joint 0 Task 0 0 3 0 0 0 2078 0.75 No M 40-49 yes
subject_1 joint 0 Task 0 0 3 3 0 1 2119 0.75 No M 40-49 yes
subject_1 joint 0 Task 0 0 3 2 1 1 2070 0.75 No M 40-49 yes
subject_1 joint 0 Task 0 0 3 0 2 0 2467 0.75 No M 40-49 yes
subject_1 joint 0 Task 0 0 3 1 3 1 2088 0.75 No M 40-49 yes
subject_1 joint 0 Task 0 0 3 4 4 1 2143 0.75 No M 40-49 yes
subject_1 joint 0 Task 0 0 3 4 0 1 2189 0.75 No M 40-49 yes
subject_1 joint 0 Task 0 0 3 0 3 0 2129 0.75 No M 40-49 yes
subject_1 joint 0 Task 0 0 3 1 2 1 2125 0.75 No M 40-49 yes
subject_1 joint 0 Task 0 0 3 3 1 1 2234 0.75 No M 40-49 yes
subject_1 joint 0 Task 0 0 3 4 1 1 2190 0.75 No M 40-49 yes
subject_1 joint 0 Task 0 0 3 2 4 1 2181 0.75 No M 40-49 yes
subject_1 joint 0 Task 0 0 3 0 1 0 2244 0.75 No M 40-49 yes
subject_1 joint 0 Task 0 0 3 3 3 1 2130 0.75 No M 40-49 yes
subject_1 joint 0 Task 0 0 3 3 4 1 2108 0.75 No M 40-49 yes
subject_1 joint 0 Task 0 0 3 4 2 1 2137 0.75 No M 40-49 yes
subject_1 joint 0 Task 0 0 3 4 3 1 2020 0.75 No M 40-49 yes
subject_1 joint 0 Task 0 0 3 1 4 1 2641 0.75 No M 40-49 yes
subject_1 joint 0 Task 0 0 3 2 2 1 2536 0.75 No M 40-49 yes
subject_1 joint 0 Task 0 0 3 2 3 1 2096 0.75 No M 40-49 yes
subject_1 joint 0 Task 0 0 3 2 0 1 2005 0.75 No M 40-49 yes
subject_1 joint 0 Task 0 0 3 3 2 1 1987 0.75 No M 40-49 yes
subject_1 concept 0 Task 4 0 4 0 3 0 2436 0.75 No M 40-49 yes
subject_1 concept 0 Task 3 0 4 0 2 1 2058 0.75 No M 40-49 yes
subject_1 concept 0 Task 2 0 4 0 1 0 1897 0.75 No M 40-49 yes
subject_1 concept 0 Task 1 0 4 0 0 0 2018 0.75 No M 40-49 yes
subject_1 concept 0 Task 5 0 4 0 4 1 2157 0.75 No M 40-49 yes
subject_1 concept 0 Task 2 0 4 0 1 0 2262 0.75 No M 40-49 yes
subject_1 concept 0 Task 4 0 4 0 3 1 2173 0.75 No M 40-49 yes
subject_1 concept 0 Task 3 0 4 0 2 1 2922 0.75 No M 40-49 yes
subject_1 concept 0 Task 1 0 4 0 0 1 2141 0.75 No M 40-49 yes
subject_1 concept 0 Task 5 0 4 0 4 1 7339 0.75 No M 40-49 yes
subject_1 concept 0 Task 5 0 4 0 4 0 1727 0.75 No M 40-49 yes
subject_1 concept 0 Task 3 0 4 0 2 1 2630 0.75 No M 40-49 yes
subject_1 concept 0 Task 1 0 4 0 0 0 2726 0.75 No M 40-49 yes
subject_1 concept 0 Task 4 0 4 0 3 0 3081 0.75 No M 40-49 yes
subject_1 concept 0 Task 2 0 4 0 1 1 2172 0.75 No M 40-49 yes
subject_1 concept 0 Task 5 0 4 0 4 1 2137 0.75 No M 40-49 yes
subject_1 concept 0 Task 1 0 4 0 0 0 1952 0.75 No M 40-49 yes
subject_1 concept 0 Task 3 0 4 0 2 1 1998 0.75 No M 40-49 yes
subject_1 concept 0 Task 4 0 4 0 3 0 2068 0.75 No M 40-49 yes
subject_1 concept 0 Task 2 0 4 0 1 0 2180 0.75 No M 40-49 yes
subject_1 concept 0 Task 3 0 4 0 2 0 2173 0.75 No M 40-49 yes
subject_1 concept 0 Task 4 0 4 0 3 1 2192 0.75 No M 40-49 yes
subject_1 concept 0 Task 2 0 4 0 1 1 2123 0.75 No M 40-49 yes
subject_1 concept 0 Task 5 0 4 0 4 1 2112 0.75 No M 40-49 yes
subject_1 concept 0 Task 1 0 4 0 0 0 1946 0.75 No M 40-49 yes
subject_1 joint 0 Task 0 0 4 4 1 1 3088 0.75 No M 40-49 yes
subject_1 joint 0 Task 0 0 4 0 1 0 2134 0.75 No M 40-49 yes
subject_1 joint 0 Task 0 0 4 1 4 0 2206 0.75 No M 40-49 yes
subject_1 joint 0 Task 0 0 4 1 1 0 2283 0.75 No M 40-49 yes
subject_1 joint 0 Task 0 0 4 2 1 1 2257 0.75 No M 40-49 yes
subject_1 joint 0 Task 0 0 4 4 0 1 2335 0.75 No M 40-49 yes
subject_1 joint 0 Task 0 0 4 3 1 1 2435 0.75 No M 40-49 yes
subject_1 joint 0 Task 0 0 4 3 0 1 2101 0.75 No M 40-49 yes
subject_1 joint 0 Task 0 0 4 2 4 1 2240 0.75 No M 40-49 yes
subject_1 joint 0 Task 0 0 4 3 2 1 2030 0.75 No M 40-49 yes
subject_1 joint 0 Task 0 0 4 4 4 1 1995 0.75 No M 40-49 yes
subject_1 joint 0 Task 0 0 4 0 0 0 1996 0.75 No M 40-49 yes
subject_1 joint 0 Task 0 0 4 4 3 1 2165 0.75 No M 40-49 yes
subject_1 joint 0 Task 0 0 4 2 2 1 2105 0.75 No M 40-49 yes
subject_1 joint 0 Task 0 0 4 1 3 0 2066 0.75 No M 40-49 yes
subject_1 joint 0 Task 0 0 4 0 3 0 2210 0.75 No M 40-49 yes
subject_1 joint 0 Task 0 0 4 2 0 0 2799 0.75 No M 40-49 yes
subject_1 joint 0 Task 0 0 4 0 4 0 2131 0.75 No M 40-49 yes
subject_1 joint 0 Task 0 0 4 1 2 1 2217 0.75 No M 40-49 yes
subject_1 joint 0 Task 0 0 4 1 0 0 2399 0.75 No M 40-49 yes
subject_1 joint 0 Task 0 0 4 4 2 1 2112 0.75 No M 40-49 yes
subject_1 joint 0 Task 0 0 4 3 4 1 2336 0.75 No M 40-49 yes
subject_1 joint 0 Task 0 0 4 3 3 1 2385 0.75 No M 40-49 yes
subject_1 joint 0 Task 0 0 4 2 3 1 2615 0.75 No M 40-49 yes
subject_1 joint 0 Task 0 0 4 0 2 0 2142 0.75 No M 40-49 yes
subject_1 sound 0 Task 3 0 4 2 0 1 2975 0.75 No M 40-49 yes
subject_1 sound 0 Task 2 0 4 1 0 1 2318 0.75 No M 40-49 yes
subject_1 sound 0 Task 4 0 4 3 0 1 2156 0.75 No M 40-49 yes
subject_1 sound 0 Task 1 0 4 0 0 0 2041 0.75 No M 40-49 yes
subject_1 sound 0 Task 5 0 4 4 0 1 2148 0.75 No M 40-49 yes
subject_1 sound 0 Task 2 0 4 1 0 0 2179 0.75 No M 40-49 yes
subject_1 sound 0 Task 4 0 4 3 0 1 2089 0.75 No M 40-49 yes
subject_1 sound 0 Task 5 0 4 4 0 1 2167 0.75 No M 40-49 yes
subject_1 sound 0 Task 1 0 4 0 0 1 2107 0.75 No M 40-49 yes
subject_1 sound 0 Task 3 0 4 2 0 0 2077 0.75 No M 40-49 yes
subject_1 sound 0 Task 3 0 4 2 0 1 2025 0.75 No M 40-49 yes
subject_1 sound 0 Task 4 0 4 3 0 1 2211 0.75 No M 40-49 yes
subject_1 sound 0 Task 5 0 4 4 0 1 2181 0.75 No M 40-49 yes
subject_1 sound 0 Task 1 0 4 0 0 0 2022 0.75 No M 40-49 yes
subject_1 sound 0 Task 2 0 4 1 0 0 2027 0.75 No M 40-49 yes
subject_1 sound 0 Task 4 0 4 3 0 1 1962 0.75 No M 40-49 yes
subject_1 sound 0 Task 3 0 4 2 0 1 2114 0.75 No M 40-49 yes
subject_1 sound 0 Task 2 0 4 1 0 1 2282 0.75 No M 40-49 yes
subject_1 sound 0 Task 5 0 4 4 0 1 2010 0.75 No M 40-49 yes
subject_1 sound 0 Task 1 0 4 0 0 0 2046 0.75 No M 40-49 yes
subject_1 sound 0 Task 4 0 4 3 0 1 2008 0.75 No M 40-49 yes
subject_1 sound 0 Task 5 0 4 4 0 1 2096 0.75 No M 40-49 yes
subject_1 sound 0 Task 1 0 4 0 0 0 2088 0.75 No M 40-49 yes
subject_1 sound 0 Task 2 0 4 1 0 0 2076 0.75 No M 40-49 yes
subject_1 sound 0 Task 3 0 4 2 0 1 2113 0.75 No M 40-49 yes
subject_2 joint 0 preTask 1 1  NA NA 1 4164 0.916666666667 No M 20-29 yes
subject_2 joint 0 preTask 0 1  NA NA 0 2221 0.916666666667 No M 20-29 yes
subject_2 joint 0 preTask 0 1  NA NA 0 2084 0.916666666667 No M 20-29 yes
subject_2 joint 0 preTask 1 1  NA NA 1 2251 0.916666666667 No M 20-29 yes
subject_2 sound 0 preTask 0 1  NA NA 0 2655 0.916666666667 No M 20-29 yes
subject_2 sound 0 preTask 0 1  NA NA 0 2232 0.916666666667 No M 20-29 yes
subject_2 sound 0 preTask 1 1  NA NA 1 2251 0.916666666667 No M 20-29 yes
subject_2 sound 0 preTask 1 1  NA NA 1 3752 0.916666666667 No M 20-29 yes
subject_2 concept 0 preTask 0 1  NA NA 0 3290 0.916666666667 No M 20-29 yes
subject_2 concept 0 preTask 0 1  NA NA 0 2762 0.916666666667 No M 20-29 yes
subject_2 concept 0 preTask 1 1  NA NA 0 2727 0.916666666667 No M 20-29 yes
subject_2 concept 0 preTask 1 1  NA NA 1 2669 0.916666666667 No M 20-29 yes
subject_2 joint 0 Task 0 0 1 3 4 1 2225 0.916666666667 No M 20-29 yes
subject_2 joint 0 Task 0 0 1 4 4 1 2198 0.916666666667 No M 20-29 yes
subject_2 joint 0 Task 0 0 1 1 2 1 2655 0.916666666667 No M 20-29 yes
subject_2 joint 0 Task 0 0 1 4 0 1 2814 0.916666666667 No M 20-29 yes
subject_2 joint 0 Task 0 0 1 2 0 1 2698 0.916666666667 No M 20-29 yes
subject_2 joint 0 Task 0 0 1 3 2 1 2645 0.916666666667 No M 20-29 yes
