ID condition rando type order block chunk sound_dist concept_dist answer RT score problem gender age native
subject_1 joint 1 Task 0 1 1 4 3 1 1513 0.5 No M 40-49 yes
subject_1 joint 1 Task 0 1 1 3 1 1 1931 0.5 No M 40-49 yes
subject_1 joint 1 Task 0 1 1 0 0 1 1524 0.5 No M 40-49 yes
subject_1 joint 1 Task 0 1 1 2 0 0 1564 0.5 No M 40-49 yes
subject_1 joint 1 Task 0 1 1 0 3 0 1512 0.5 No M 40-49 yes
subject_1 joint 1 Task 0 1 1 1 2 1 1579 0.5 No M 40-49 yes
subject_1 joint 1 Task 0 2 1 4 0 0 1803 0.5 No M 40-49 yes
subject_1 joint 1 Task 0 2 1 2 0 0 1985 0.5 No M 40-49 yes
subject_1 joint 1 Task 0 2 1 1 2 0 1557 0.5 No M 40-49 yes
subject_1 joint 1 Task 0 2 1 2 4 0 1668 0.5 No M 40-49 yes
subject_1 joint 1 Task 0 2 1 2 3 1 1931 0.5 No M 40-49 yes
subject_1 joint 1 Task 0 2 1 3 4 0 1561 0.5 No M 40-49 yes
subject_1 joint 1 Task 0 2 1 4 4 0 1749 0.5 No M 40-49 yes
subject_1 joint 1 Task 0 2 1 1 0 0 1700 0.5 No M 40-49 yes
subject_1 joint 1 Task 0 2 1 3 2 0 1661 0.5 No M 40-49 yes
subject_1 joint 1 Task 0 2 1 3 0 0 1505 0.5 No M 40-49 yes
subject_1 joint 1 Task 0 2 1 4 3 1 1555 0.5 No M 40-49 yes
subject_1 joint 1 Task 0 2 1 2 2 0 1559 0.5 No M 40-49 yes
subject_1 joint 1 Task 0 2 1 0 3 0 1676 0.5 No M 40-49 yes
subject_1 joint 1 Task 0 2 1 2 1 1 1878 0.5 No M 40-49 yes
subject_1 joint 1 Task 0 2 1 0 1 1 1519 0.5 No M 40-49 yes
subject_1 joint 1 Task 0 2 1 3 3 0 1537 0.5 No M 40-49 yes
subject_1 joint 1 Task 0 2 1 0 4 1 1656 0.5 No M 40-49 yes
subject_1 joint 1 Task 0 2 1 1 4 1 1852 0.5 No M 40-49 yes
subject_1 joint 1 Task 0 2 1 1 3 0 1555 0.5 No M 40-49 yes
subject_1 joint 1 Task 0 2 1 3 1 1 1519 0.5 No M 40-49 yes
subject_1 joint 1 Task 0 2 1 4 2 0 1800 0.5 No M 40-49 yes
subject_1 joint 1 Task 0 2 1 0 0 0 1548 0.5 No M 40-49 yes
subject_1 joint 1 Task 0 2 1 0 2 0 1826 0.5 No M 40-49 yes
subject_1 joint 1 Task 0 2 1 4 1 1 2093 0.5 No M 40-49 yes
subject_1 joint 1 Task 0 2 1 1 1 1 1793 0.5 No M 40-49 yes
subject_1 concept 1 Task 2 1 1 0 1 0 1752 0.5 No M 40-49 yes
subject_1 concept 1 Task 5 1 1 0 4 1 1792 0.5 No M 40-49 yes
subject_1 concept 1 Task 1 1 1 0 0 0 2375 0.5 No M 40-49 yes
subject_1 concept 1 Task 4 1 1 0 3 0 3385 0.5 No M 40-49 yes
subject_1 concept 1 Task 3 1 1 0 2 1 2303 0.5 No M 40-49 yes
subject_1 concept 1 Task 1 2 1 0 0 0 1605 0.5 No M 40-49 yes
subject_1 concept 1 Task 5 2 1 0 4 1 3368 0.5 No M 40-49 yes
subject_1 concept 1 Task 4 2 1 0 3 1 2061 0.5 No M 40-49 yes
subject_1 concept 1 Task 2 2 1 0 1 1 1733 0.5 No M 40-49 yes
subject_1 concept 1 Task 3 2 1 0 2 1 1615 0.5 No M 40-49 yes
subject_1 joint 1 Task 0 1 2 1 3 1 1634 0.5 No M 40-49 yes
subject_1 joint 1 Task 0 1 2 4 1 0 1583 0.5 No M 40-49 yes
subject_1 joint 1 Task 0 1 2 0 0 0 1720 0.5 No M 40-49 yes
subject_1 joint 1 Task 0 1 2 2 4 1 1521 0.5 No M 40-49 yes
subject_1 joint 1 Task 0 1 2 1 4 1 1513 0.5 No M 40-49 yes
subject_1 joint 1 Task 0 1 2 0 2 0 2658 0.5 No M 40-49 yes
subject_1 joint 1 Task 0 1 2 3 0 0 1641 0.5 No M 40-49 yes
subject_1 joint 1 Task 0 1 2 0 4 1 1552 0.5 No M 40-49 yes
subject_1 joint 1 Task 0 1 2 2 0 1 1840 0.5 No M 40-49 yes
subject_1 joint 1 Task 0 1 2 2 2 0 1716 0.5 No M 40-49 yes
subject_1 joint 1 Task 0 1 2 4 3 1 1629 0.5 No M 40-49 yes
subject_1 joint 1 Task 0 1 2 3 1 0 1614 0.5 No M 40-49 yes
subject_1 joint 1 Task 0 1 2 3 4 0 1787 0.5 No M 40-49 yes
subject_1 joint 1 Task 0 1 2 3 2 0 5451 0.5 No M 40-49 yes
subject_1 joint 1 Task 0 1 2 4 4 0 1972 0.5 No M 40-49 yes
subject_1 joint 1 Task 0 1 2 1 0 0 1726 0.5 No M 40-49 yes
subject_1 joint 1 Task 0 1 2 0 1 0 1510 0.5 No M 40-49 yes
subject_1 joint 1 Task 0 1 2 1 1 0 11077 0.5 No M 40-49 yes
subject_1 joint 1 Task 0 1 2 4 0 0 1612 0.5 No M 40-49 yes
subject_1 joint 1 Task 0 1 2 4 2 0 1540 0.5 No M 40-49 yes
subject_1 joint 1 Task 0 1 2 2 3 0 1652 0.5 No M 40-49 yes
subject_1 joint 1 Task 0 1 2 2 1 0 2317 0.5 No M 40-49 yes
subject_1 joint 1 Task 0 1 2 3 3 1 1874 0.5 No M 40-49 yes
subject_1 joint 1 Task 0 1 2 1 2 0 1667 0.5 No M 40-49 yes
subject_1 joint 1 Task 0 1 2 0 3 0 1874 0.5 No M 40-49 yes
subject_1 joint 1 Task 0 2 2 1 4 0 1849 0.5 No M 40-49 yes
subject_1 joint 1 Task 0 2 2 3 3 0 1567 0.5 No M 40-49 yes
subject_1 joint 1 Task 0 2 2 0 1 0 1829 0.5 No M 40-49 yes
subject_1 joint 1 Task 0 2 2 3 0 0 1546 0.5 No M 40-49 yes
subject_1 joint 1 Task 0 2 2 2 0 0 29498 0.5 No M 40-49 yes
subject_1 joint 1 Task 0 2 2 1 0 1 1687 0.5 No M 40-49 yes
subject_1 joint 1 Task 0 2 2 1 2 1 1688 0.5 No M 40-49 yes
subject_1 joint 1 Task 0 2 2 4 1 1 1694 0.5 No M 40-49 yes
subject_1 joint 1 Task 0 2 2 4 3 1 1644 0.5 No M 40-49 yes
subject_1 joint 1 Task 0 2 2 3 1 0 1522 0.5 No M 40-49 yes
subject_1 joint 1 Task 0 2 2 4 4 1 1596 0.5 No M 40-49 yes
subject_1 joint 1 Task 0 2 2 0 2 0 1569 0.5 No M 40-49 yes
subject_1 joint 1 Task 0 2 2 2 2 0 1722 0.5 No M 40-49 yes
subject_1 joint 1 Task 0 2 2 0 0 0 28202 0.5 No M 40-49 yes
subject_1 joint 1 Task 0 2 2 4 0 0 9847 0.5 No M 40-49 yes
subject_1 joint 1 Task 0 2 2 0 4 0 1804 0.5 No M 40-49 yes
subject_1 joint 1 Task 0 2 2 2 4 1 1762 0.5 No M 40-49 yes
subject_1 joint 1 Task 0 2 2 0 3 0 1807 0.5 No M 40-49 yes
subject_1 joint 1 Task 0 2 2 4 2 0 1871 0.5 No M 40-49 yes
subject_1 joint 1 Task 0 2 2 2 3 0 1742 0.5 No M 40-49 yes
subject_1 joint 1 Task 0 2 2 2 1 1 1963 0.5 No M 40-49 yes
subject_1 joint 1 Task 0 2 2 3 2 0 1834 0.5 No M 40-49 yes
subject_1 joint 1 Task 0 2 2 1 1 1 1773 0.5 No M 40-49 yes
subject_1 joint 1 Task 0 2 2 1 3 1 1924 0.5 No M 40-49 yes
subject_1 joint 1 Task 0 2 2 3 4 1 1538 0.5 No M 40-49 yes
subject_1 concept 1 Task 4 1 2 0 3 0 1750 0.5 No M 40-49 yes
subject_1 concept 1 Task 2 1 2 0 1 0 1534 0.5 No M 40-49 yes
subject_1 concept 1 Task 5 1 2 0 4 0 1703 0.5 No M 40-49 yes
subject_1 concept 1 Task 3 1 2 0 2 0 1892 0.5 No M 40-49 yes
subject_1 concept 1 Task 1 1 2 0 0 1 1602 0.5 No M 40-49 yes
subject_1 concept 1 Task 4 2 2 0 3 0 5678 0.5 No M 40-49 yes
subject_1 concept 1 Task 5 2 2 0 4 0 1509 0.5 No M 40-49 yes
subject_1 concept 1 Task 3 2 2 0 2 1 1583 0.5 No M 40-49 yes
subject_1 concept 1 Task 1 2 2 0 0 1 1620 0.5 No M 40-49 yes
subject_1 concept 1 Task 2 2 2 0 1 1 1569 0.5 No M 40-49 yes
subject_1 sound 1 Task 3 1 2 2 0 0 19464 0.5 No M 40-49 yes
subject_1 sound 1 Task 2 1 2 1 0 0 1566 0.5 No M 40-49 yes
subject_1 sound 1 Task 4 1 2 3 0 0 1523 0.5 No M 40-49 yes
subject_1 sound 1 Task 5 1 2 4 0 0 1583 0.5 No M 40-49 yes
subject_1 sound 1 Task 1 1 2 0 0 1 1608 0.5 No M 40-49 yes
subject_1 sound 1 Task 2 2 2 1 0 0 1700 0.5 No M 40-49 yes
subject_1 sound 1 Task 1 2 2 0 0 1 1675 0.5 No M 40-49 yes
subject_1 sound 1 Task 3 2 2 2 0 1 1579 0.5 No M 40-49 yes
subject_1 sound 1 Task 4 2 2 3 0 1 1537 0.5 No M 40-49 yes
subject_1 sound 1 Task 5 2 2 4 0 0 1584 0.5 No M 40-49 yes
subject_1 sound 1 Task 3 1 3 2 0 0 1718 0.5 No M 40-49 yes
subject_1 sound 1 Task 2 1 3 1 0 1 1515 0.5 No M 40-49 yes
subject_1 sound 1 Task 4 1 3 3 0 1 1598 0.5 No M 40-49 yes
subject_1 sound 1 Task 5 1 3 4 0 0 1568 0.5 No M 40-49 yes
subject_1 sound 1 Task 1 1 3 0 0 1 1566 0.5 No M 40-49 yes
subject_1 sound 1 Task 1 2 3 0 0 1 1673 0.5 No M 40-49 yes
subject_1 sound 1 Task 3 2 3 2 0 0 1567 0.5 No M 40-49 yes
subject_1 sound 1 Task 5 2 3 4 0 1 1626 0.5 No M 40-49 yes
subject_1 sound 1 Task 4 2 3 3 0 1 1598 0.5 No M 40-49 yes
subject_1 sound 1 Task 2 2 3 1 0 0 1522 0.5 No M 40-49 yes
subject_1 concept 1 Task 4 1 3 0 3 1 1530 0.5 No M 40-49 yes
subject_1 concept 1 Task 3 1 3 0 2 1 1580 0.5 No M 40-49 yes
subject_1 concept 1 Task 5 1 3 0 4 0 1748 0.5 No M 40-49 yes
subject_1 concept 1 Task 2 1 3 0 1 1 1536 0.5 No M 40-49 yes
subject_1 concept 1 Task 1 1 3 0 0 0 1595 0.5 No M 40-49 yes
subject_1 concept 1 Task 4 2 3 0 3 0 1717 0.5 No M 40-49 yes
subject_1 concept 1 Task 1 2 3 0 0 1 1715 0.5 No M 40-49 yes
subject_1 concept 1 Task 3 2 3 0 2 0 1702 0.5 No M 40-49 yes
subject_1 concept 1 Task 2 2 3 0 1 0 1566 0.5 No M 40-49 yes
subject_1 concept 1 Task 5 2 3 0 4 0 1536 0.5 No M 40-49 yes
subject_1 joint 1 Task 0 1 3 0 0 0 2015 0.5 No M 40-49 yes
subject_1 joint 1 Task 0 1 3 0 1 1 1618 0.5 No M 40-49 yes
subject_1 joint 1 Task 0 1 3 4 2 0 1692 0.5 No M 40-49 yes
subject_1 joint 1 Task 0 1 3 2 2 0 1798 0.5 No M 40-49 yes
subject_1 joint 1 Task 0 1 3 1 3 0 1530 0.5 No M 40-49 yes
subject_1 joint 1 Task 0 1 3 3 1 0 1567 0.5 No M 40-49 yes
subject_1 joint 1 Task 0 1 3 2 3 1 1658 0.5 No M 40-49 yes
subject_1 joint 1 Task 0 1 3 3 3 0 1626 0.5 No M 40-49 yes
subject_1 joint 1 Task 0 1 3 2 4 1 1579 0.5 No M 40-49 yes
subject_1 joint 1 Task 0 1 3 4 4 0 1672 0.5 No M 40-49 yes
subject_1 joint 1 Task 0 1 3 4 3 0 1731 0.5 No M 40-49 yes
subject_1 joint 1 Task 0 1 3 4 1 0 1779 0.5 No M 40-49 yes
subject_1 joint 1 Task 0 1 3 2 0 0 1507 0.5 No M 40-49 yes
subject_1 joint 1 Task 0 1 3 3 4 0 1626 0.5 No M 40-49 yes
subject_1 joint 1 Task 0 1 3 1 1 0 1718 0.5 No M 40-49 yes
subject_1 joint 1 Task 0 1 3 0 2 1 1507 0.5 No M 40-49 yes
subject_1 joint 1 Task 0 1 3 1 0 0 1598 0.5 No M 40-49 yes
subject_1 joint 1 Task 0 1 3 3 0 0 1628 0.5 No M 40-49 yes
subject_1 joint 1 Task 0 1 3 0 3 1 1538 0.5 No M 40-49 yes
subject_1 joint 1 Task 0 1 3 1 2 0 1565 0.5 No M 40-49 yes
subject_1 joint 1 Task 0 1 3 2 1 0 1555 0.5 No M 40-49 yes
subject_1 joint 1 Task 0 1 3 3 2 0 1625 0.5 No M 40-49 yes
subject_1 joint 1 Task 0 1 3 1 4 0 1656 0.5 No M 40-49 yes
subject_1 joint 1 Task 0 1 3 0 4 0 1584 0.5 No M 40-49 yes
subject_1 joint 1 Task 0 1 3 4 0 0 1615 0.5 No M 40-49 yes
subject_1 joint 1 Task 0 2 3 3 1 0 1782 0.5 No M 40-49 yes
subject_1 joint 1 Task 0 2 3 2 2 1 1506 0.5 No M 40-49 yes
subject_1 joint 1 Task 0 2 3 1 0 0 1524 0.5 No M 40-49 yes
subject_1 joint 1 Task 0 2 3 4 4 0 1522 0.5 No M 40-49 yes
subject_1 joint 1 Task 0 2 3 4 3 1 1720 0.5 No M 40-49 yes
subject_1 joint 1 Task 0 2 3 2 0 1 1566 0.5 No M 40-49 yes
subject_1 joint 1 Task 0 2 3 3 0 1 1583 0.5 No M 40-49 yes
subject_1 joint 1 Task 0 2 3 4 1 1 1537 0.5 No M 40-49 yes
subject_1 joint 1 Task 0 2 3 3 3 1 1734 0.5 No M 40-49 yes
subject_1 joint 1 Task 0 2 3 3 2 0 1582 0.5 No M 40-49 yes
subject_1 joint 1 Task 0 2 3 1 4 0 1642 0.5 No M 40-49 yes
subject_1 joint 1 Task 0 2 3 0 2 1 1674 0.5 No M 40-49 yes
subject_1 joint 1 Task 0 2 3 0 1 1 1686 0.5 No M 40-49 yes
subject_1 joint 1 Task 0 2 3 2 1 0 1552 0.5 No M 40-49 yes
subject_1 joint 1 Task 0 2 3 0 0 1 1581 0.5 No M 40-49 yes
subject_1 joint 1 Task 0 2 3 2 3 0 1567 0.5 No M 40-49 yes
subject_1 joint 1 Task 0 2 3 4 2 1 1643 0.5 No M 40-49 yes
subject_1 joint 1 Task 0 2 3 0 4 0 1612 0.5 No M 40-49 yes
subject_1 joint 1 Task 0 2 3 0 3 1 1538 0.5 No M 40-49 yes
subject_1 joint 1 Task 0 2 3 2 4 0 1567 0.5 No M 40-49 yes
subject_1 joint 1 Task 0 2 3 3 4 1 1524 0.5 No M 40-49 yes
subject_1 joint 1 Task 0 2 3 1 3 1 1610 0.5 No M 40-49 yes
subject_1 joint 1 Task 0 2 3 1 1 1 1522 0.5 No M 40-49 yes
subject_1 joint 1 Task 0 2 3 1 2 0 1626 0.5 No M 40-49 yes
subject_1 joint 1 Task 0 2 3 4 0 0 1522 0.5 No M 40-49 yes
subject_1 concept 1 Task 3 1 4 0 2 0 1853 0.5 No M 40-49 yes
subject_1 concept 1 Task 1 1 4 0 0 0 1643 0.5 No M 40-49 yes
subject_1 concept 1 Task 5 1 4 0 4 0 1760 0.5 No M 40-49 yes
subject_1 concept 1 Task 2 1 4 0 1 0 1927 0.5 No M 40-49 yes
subject_1 concept 1 Task 4 1 4 0 3 0 1628 0.5 No M 40-49 yes
subject_1 concept 1 Task 3 2 4 0 2 0 1509 0.5 No M 40-49 yes
subject_1 concept 1 Task 1 2 4 0 0 0 1626 0.5 No M 40-49 yes
subject_1 concept 1 Task 4 2 4 0 3 1 1604 0.5 No M 40-49 yes
subject_1 concept 1 Task 5 2 4 0 4 0 5571 0.5 No M 40-49 yes
subject_1 concept 1 Task 2 2 4 0 1 1 1521 0.5 No M 40-49 yes
subject_1 joint 1 Task 0 1 4 3 0 0 1677 0.5 No M 40-49 yes
subject_1 joint 1 Task 0 1 4 3 3 1 1524 0.5 No M 40-49 yes
subject_1 joint 1 Task 0 1 4 1 0 0 1579 0.5 No M 40-49 yes
subject_1 joint 1 Task 0 1 4 1 4 1 1760 0.5 No M 40-49 yes
subject_1 joint 1 Task 0 1 4 4 3 0 1768 0.5 No M 40-49 yes
subject_1 joint 1 Task 0 1 4 3 1 0 1545 0.5 No M 40-49 yes
subject_1 joint 1 Task 0 1 4 0 1 1 1599 0.5 No M 40-49 yes
subject_1 joint 1 Task 0 1 4 0 0 0 1568 0.5 No M 40-49 yes
subject_1 joint 1 Task 0 1 4 2 1 1 1595 0.5 No M 40-49 yes
subject_1 joint 1 Task 0 1 4 4 0 1 1702 0.5 No M 40-49 yes
subject_1 joint 1 Task 0 1 4 0 3 0 1582 0.5 No M 40-49 yes
subject_1 joint 1 Task 0 1 4 3 4 1 1764 0.5 No M 40-49 yes
subject_1 joint 1 Task 0 1 4 0 4 1 1615 0.5 No M 40-49 yes
subject_1 joint 1 Task 0 1 4 1 2 1 1582 0.5 No M 40-49 yes
subject_1 joint 1 Task 0 1 4 2 4 0 1568 0.5 No M 40-49 yes
subject_1 joint 1 Task 0 1 4 1 1 0 1612 0.5 No M 40-49 yes
subject_1 joint 1 Task 0 1 4 2 3 0 1538 0.5 No M 40-49 yes
subject_1 joint 1 Task 0 1 4 2 2 0 1681 0.5 No M 40-49 yes
subject_1 joint 1 Task 0 1 4 4 1 0 1884 0.5 No M 40-49 yes
subject_1 joint 1 Task 0 1 4 1 3 0 1673 0.5 No M 40-49 yes
subject_1 joint 1 Task 0 1 4 3 2 0 2139 0.5 No M 40-49 yes
subject_1 joint 1 Task 0 1 4 2 0 0 1552 0.5 No M 40-49 yes
subject_1 joint 1 Task 0 1 4 4 4 0 1705 0.5 No M 40-49 yes
subject_1 joint 1 Task 0 1 4 0 2 0 1895 0.5 No M 40-49 yes
subject_1 joint 1 Task 0 1 4 4 2 0 1625 0.5 No M 40-49 yes
subject_1 joint 1 Task 0 2 4 3 0 0 1525 0.5 No M 40-49 yes
subject_1 joint 1 Task 0 2 4 3 2 1 1672 0.5 No M 40-49 yes
subject_1 joint 1 Task 0 2 4 0 4 0 1538 0.5 No M 40-49 yes
subject_1 joint 1 Task 0 2 4 2 0 0 1508 0.5 No M 40-49 yes
subject_1 joint 1 Task 0 2 4 1 2 0 1523 0.5 No M 40-49 yes
subject_1 joint 1 Task 0 2 4 1 1 0 1570 0.5 No M 40-49 yes
subject_1 joint 1 Task 0 2 4 3 3 0 1550 0.5 No M 40-49 yes
subject_1 joint 1 Task 0 2 4 1 0 0 1508 0.5 No M 40-49 yes
subject_1 joint 1 Task 0 2 4 3 4 1 1584 0.5 No M 40-49 yes
subject_1 joint 1 Task 0 2 4 2 1 1 1506 0.5 No M 40-49 yes
subject_1 joint 1 Task 0 2 4 4 4 0 1659 0.5 No M 40-49 yes
subject_1 joint 1 Task 0 2 4 2 4 0 1670 0.5 No M 40-49 yes
subject_1 joint 1 Task 0 2 4 4 3 0 1585 0.5 No M 40-49 yes
subject_1 joint 1 Task 0 2 4 0 3 0 3604 0.5 No M 40-49 yes
subject_1 joint 1 Task 0 2 4 0 1 0 5393 0.5 No M 40-49 yes
subject_1 joint 1 Task 0 2 4 4 2 1 1582 0.5 No M 40-49 yes
subject_1 joint 1 Task 0 2 4 1 3 0 1717 0.5 No M 40-49 yes
subject_1 joint 1 Task 0 2 4 2 3 0 1790 0.5 No M 40-49 yes
subject_1 joint 1 Task 0 2 4 3 1 1 1657 0.5 No M 40-49 yes
subject_1 joint 1 Task 0 2 4 4 1 1 1610 0.5 No M 40-49 yes
subject_1 joint 1 Task 0 2 4 4 0 0 1626 0.5 No M 40-49 yes
subject_1 joint 1 Task 0 2 4 2 2 0 1582 0.5 No M 40-49 yes
subject_1 joint 1 Task 0 2 4 1 4 0 1748 0.5 No M 40-49 yes
subject_1 joint 1 Task 0 2 4 0 0 0 1656 0.5 No M 40-49 yes
subject_1 joint 1 Task 0 2 4 0 2 0 1861 0.5 No M 40-49 yes
subject_1 sound 1 Task 4 1 4 3 0 0 1678 0.5 No M 40-49 yes
subject_1 sound 1 Task 3 1 4 2 0 0 1630 0.5 No M 40-49 yes
subject_1 sound 1 Task 1 1 4 0 0 1 1594 0.5 No M 40-49 yes
subject_1 sound 1 Task 2 1 4 1 0 1 1657 0.5 No M 40-49 yes
subject_1 sound 1 Task 5 1 4 4 0 0 1777 0.5 No M 40-49 yes
subject_1 sound 1 Task 1 2 4 0 0 1 1567 0.5 No M 40-49 yes
subject_1 sound 1 Task 5 2 4 4 0 0 1552 0.5 No M 40-49 yes
subject_1 sound 1 Task 4 2 4 3 0 1 1504 0.5 No M 40-49 yes
subject_1 sound 1 Task 2 2 4 1 0 1 1521 0.5 No M 40-49 yes
subject_1 sound 1 Task 3 2 4 2 0 1 1657 0.5 No M 40-49 yes
subject_2 joint 3 preTask 0 1  NA NA 0 5651 1.0 No M 20-29 yes
subject_2 joint 3 preTask 1 1  NA NA 1 2575 1.0 No M 20-29 yes
subject_2 joint 3 preTask 1 1  NA NA 1 3325 1.0 No M 20-29 yes
subject_2 joint 3 preTask 0 1  NA NA 0 2695 1.0 No M 20-29 yes
subject_2 sound 3 preTask 1 1  NA NA 1 2649 1.0 No M 20-29 yes
subject_2 sound 3 preTask 1 1  NA NA 1 2536 1.0 No M 20-29 yes
subject_2 sound 3 preTask 0 1  NA NA 0 2342 1.0 No M 20-29 yes
subject_2 sound 3 preTask 0 1  NA NA 0 2339 1.0 No M 20-29 yes
subject_2 concept 3 preTask 0 1  NA NA 0 2474 1.0 No M 20-29 yes
subject_2 concept 3 preTask 1 1  NA NA 1 2148 1.0 No M 20-29 yes
subject_2 concept 3 preTask 0 1  NA NA 0 2010 1.0 No M 20-29 yes
subject_2 concept 3 preTask 1 1  NA NA 1 2059 1.0 No M 20-29 yes
subject_2 sound 3 Task 2 1 1 1 0 1 2743 1.0 No M 20-29 yes
subject_2 sound 3 Task 5 1 1 4 0 1 2501 1.0 No M 20-29 yes
subject_2 sound 3 Task 1 1 1 0 0 0 2478 1.0 No M 20-29 yes
subject_2 sound 3 Task 4 1 1 3 0 1 2523 1.0 No M 20-29 yes
subject_2 sound 3 Task 3 1 1 2 0 0 2708 1.0 No M 20-29 yes
subject_2 sound 3 Task 2 2 1 1 0 0 2433 1.0 No M 20-29 yes
subject_2 sound 3 Task 1 2 1 0 0 0 2343 1.0 No M 20-29 yes
subject_2 sound 3 Task 3 2 1 2 0 0 2282 1.0 No M 20-29 yes
subject_2 sound 3 Task 5 2 1 4 0 1 2335 1.0 No M 20-29 yes
subject_2 sound 3 Task 4 2 1 3 0 1 2332 1.0 No M 20-29 yes
subject_2 concept 3 Task 3 1 1 0 2 1 3060 1.0 No M 20-29 yes
subject_2 concept 3 Task 1 1 1 0 0 0 2593 1.0 No M 20-29 yes
subject_2 concept 3 Task 5 1 1 0 4 1 2621 1.0 No M 20-29 yes
subject_2 concept 3 Task 4 1 1 0 3 1 2199 1.0 No M 20-29 yes
subject_2 concept 3 Task 2 1 1 0 1 0 2206 1.0 No M 20-29 yes
subject_2 concept 3 Task 1 2 1 0 0 0 2035 1.0 No M 20-29 yes
subject_2 concept 3 Task 2 2 1 0 1 0 2983 1.0 No M 20-29 yes
subject_2 concept 3 Task 5 2 1 0 4 1 2787 1.0 No M 20-29 yes
subject_2 concept 3 Task 3 2 1 0 2 1 2616 1.0 No M 20-29 yes
subject_2 concept 3 Task 4 2 1 0 3 1 2323 1.0 No M 20-29 yes
subject_2 joint 3 Task 0 1 1 2 1 1 2338 1.0 No M 20-29 yes
subject_2 joint 3 Task 0 1 1 3 1 1 2384 1.0 No M 20-29 yes
subject_2 joint 3 Task 0 1 1 1 0 0 2470 1.0 No M 20-29 yes
subject_2 joint 3 Task 0 1 1 0 3 0 2382 1.0 No M 20-29 yes
subject_2 joint 3 Task 0 1 1 2 3 1 2219 1.0 No M 20-29 yes
subject_2 joint 3 Task 0 1 1 1 1 0 3058 1.0 No M 20-29 yes
subject_2 joint 3 Task 0 1 1 3 0 1 2610 1.0 No M 20-29 yes
