ID condition rando type order block sound_dist concept_dist answer RT score problem gender age native
subject_1 joint 2 Task 0 2 0 0 0 2329 0.833333333333 No M 40-49 yes
subject_1 joint 2 Task 0 2 0 2 0 2897 0.833333333333 No M 40-49 yes
subject_1 joint 2 Task 0 2 4 3 1 2250 0.833333333333 No M 40-49 yes
subject_1 joint 2 Task 0 2 0 4 1 2531 0.833333333333 No M 40-49 yes
subject_1 joint 2 Task 0 2 1 2 1 2377 0.833333333333 No M 40-49 yes
subject_1 joint 2 Task 0 2 4 2 1 2378 0.833333333333 No M 40-49 yes
subject_1 joint 2 Task 0 2 2 4 1 2502 0.833333333333 No M 40-49 yes
subject_1 joint 2 Task 0 2 2 3 0 2264 0.833333333333 No M 40-49 yes
subject_1 joint 2 Task 0 2 3 1 0 2145 0.833333333333 No M 40-49 yes
subject_1 joint 2 Task 0 2 3 2 0 1754 0.833333333333 No M 40-49 yes
subject_2 joint 0 preTask 0 1 NA NA 0 5102 1.0 No F 30-39 yes
subject_2 joint 0 preTask 1 1 NA NA 1 4917 1.0 No F 30-39 yes
subject_2 joint 0 preTask 0 1 NA NA 0 2474 1.0 No F 30-39 yes
subject_2 joint 0 preTask 1 1 NA NA 1 2899 1.0 No F 30-39 yes
subject_2 sound 0 preTask 0 1 NA NA 0 3077 1.0 No F 30-39 yes
subject_2 sound 0 preTask 1 1 NA NA 1 2277 1.0 No F 30-39 yes
subject_2 sound 0 preTask 0 1 NA NA 0 2284 1.0 No F 30-39 yes
subject_2 sound 0 preTask 1 1 NA NA 1 2268 1.0 No F 30-39 yes
subject_2 concept 0 preTask 0 1 NA NA 0 2760 1.0 No F 30-39 yes
subject_2 concept 0 preTask 0 1 NA NA 0 3211 1.0 No F 30-39 yes
subject_2 concept 0 preTask 1 1 NA NA 1 2972 1.0 No F 30-39 yes
subject_2 concept 0 preTask 1 1 NA NA 1 2381 1.0 No F 30-39 yes
subject_2 joint 0 Task 0 1 1 3 1 2617 1.0 No F 30-39 yes
subject_2 joint 0 Task 0 1 1 1 1 2834 1.0 No F 30-39 yes
subject_2 joint 0 Task 0 1 4 0 0 3050 1.0 No F 30-39 yes
subject_2 joint 0 Task 0 1 2 2 1 2922 1.0 No F 30-39 yes
subject_2 joint 0 Task 0 1 0 2 0 2922 1.0 No F 30-39 yes
subject_2 joint 0 Task 0 1 0 0 0 2806 1.0 No F 30-39 yes
subject_2 joint 0 Task 0 1 3 2 0 3207 1.0 No F 30-39 yes
subject_2 joint 0 Task 0 1 4 2 1 2664 1.0 No F 30-39 yes
subject_2 joint 0 Task 0 1 1 4 1 2547 1.0 No F 30-39 yes
subject_2 joint 0 Task 0 1 4 3 1 2992 1.0 No F 30-39 yes
subject_2 joint 0 Task 0 1 2 1 1 2815 1.0 No F 30-39 yes
subject_2 joint 0 Task 0 1 2 3 0 2474 1.0 No F 30-39 yes
subject_2 joint 0 Task 0 1 2 0 1 2538 1.0 No F 30-39 yes
subject_2 joint 0 Task 0 1 3 0 1 2739 1.0 No F 30-39 yes
subject_2 joint 0 Task 0 1 3 3 1 3010 1.0 No F 30-39 yes
subject_2 joint 0 Task 0 1 1 2 1 2610 1.0 No F 30-39 yes
subject_2 joint 0 Task 0 1 0 3 0 2339 1.0 No F 30-39 yes
subject_2 joint 0 Task 0 1 1 0 0 2663 1.0 No F 30-39 yes
subject_2 joint 0 Task 0 1 3 1 0 2979 1.0 No F 30-39 yes
subject_2 joint 0 Task 0 1 0 4 1 2370 1.0 No F 30-39 yes
subject_2 joint 0 Task 0 1 3 4 1 2524 1.0 No F 30-39 yes
subject_2 joint 0 Task 0 1 4 1 0 2368 1.0 No F 30-39 yes
subject_2 joint 0 Task 0 1 0 1 0 4026 1.0 No F 30-39 yes
subject_2 joint 0 Task 0 1 4 4 1 2410 1.0 No F 30-39 yes
subject_2 joint 0 Task 0 1 2 4 1 2416 1.0 No F 30-39 yes
subject_2 joint 0 Task 0 2 1 4 0 3215 1.0 No F 30-39 yes
subject_2 joint 0 Task 0 2 2 2 1 3094 1.0 No F 30-39 yes
subject_2 joint 0 Task 0 2 3 1 0 2795 1.0 No F 30-39 yes
subject_2 joint 0 Task 0 2 3 2 0 3788 1.0 No F 30-39 yes
subject_2 joint 0 Task 0 2 4 0 0 2821 1.0 No F 30-39 yes
subject_2 joint 0 Task 0 2 2 1 0 2180 1.0 No F 30-39 yes
subject_2 joint 0 Task 0 2 0 0 0 2319 1.0 No F 30-39 yes
subject_2 joint 0 Task 0 2 2 0 0 2879 1.0 No F 30-39 yes
subject_2 joint 0 Task 0 2 4 1 1 2467 1.0 No F 30-39 yes
subject_2 joint 0 Task 0 2 4 2 0 2841 1.0 No F 30-39 yes
subject_2 joint 0 Task 0 2 4 3 0 2443 1.0 No F 30-39 yes
subject_2 joint 0 Task 0 2 2 3 1 2308 1.0 No F 30-39 yes
subject_2 joint 0 Task 0 2 3 0 0 2532 1.0 No F 30-39 yes
subject_2 joint 0 Task 0 2 1 3 0 2818 1.0 No F 30-39 yes
subject_2 joint 0 Task 0 2 0 3 0 2570 1.0 No F 30-39 yes
subject_2 joint 0 Task 0 2 1 2 1 2378 1.0 No F 30-39 yes
subject_2 joint 0 Task 0 2 0 1 0 2166 1.0 No F 30-39 yes
subject_2 joint 0 Task 0 2 2 4 1 2146 1.0 No F 30-39 yes
subject_2 joint 0 Task 0 2 4 4 1 2201 1.0 No F 30-39 yes
subject_2 joint 0 Task 0 2 1 1 0 2591 1.0 No F 30-39 yes
subject_2 joint 0 Task 0 2 0 2 0 2376 1.0 No F 30-39 yes
subject_2 joint 0 Task 0 2 3 4 1 2171 1.0 No F 30-39 yes
subject_2 joint 0 Task 0 2 3 3 1 2073 1.0 No F 30-39 yes
subject_2 joint 0 Task 0 2 1 0 1 2076 1.0 No F 30-39 yes
subject_2 joint 0 Task 0 2 0 4 1 2213 1.0 No F 30-39 yes
subject_2 concept 0 Task 3 1 0 2 0 2359 1.0 No F 30-39 yes
subject_2 concept 0 Task 4 1 0 3 1 2481 1.0 No F 30-39 yes
subject_2 concept 0 Task 5 1 0 4 1 1978 1.0 No F 30-39 yes
subject_2 concept 0 Task 2 1 0 1 0 2770 1.0 No F 30-39 yes
subject_2 concept 0 Task 1 1 0 0 0 2202 1.0 No F 30-39 yes
subject_2 concept 0 Task 2 2 0 1 0 2378 1.0 No F 30-39 yes
subject_2 concept 0 Task 4 2 0 3 1 2171 1.0 No F 30-39 yes
subject_2 concept 0 Task 1 2 0 0 0 2218 1.0 No F 30-39 yes
subject_2 concept 0 Task 5 2 0 4 1 2170 1.0 No F 30-39 yes
subject_2 concept 0 Task 3 2 0 2 0 1995 1.0 No F 30-39 yes
subject_2 sound 0 Task 1 1 0 0 0 2276 1.0 No F 30-39 yes
subject_2 sound 0 Task 2 1 1 0 0 2297 1.0 No F 30-39 yes
subject_2 sound 0 Task 4 1 3 0 1 2385 1.0 No F 30-39 yes
subject_2 sound 0 Task 5 1 4 0 1 2298 1.0 No F 30-39 yes
subject_2 sound 0 Task 3 1 2 0 0 2260 1.0 No F 30-39 yes
subject_2 sound 0 Task 1 2 0 0 0 2099 1.0 No F 30-39 yes
subject_2 sound 0 Task 4 2 3 0 1 5467 1.0 No F 30-39 yes
subject_2 sound 0 Task 3 2 2 0 0 2416 1.0 No F 30-39 yes
subject_2 sound 0 Task 5 2 4 0 1 2486 1.0 No F 30-39 yes
subject_2 sound 0 Task 2 2 1 0 0 2237 1.0 No F 30-39 yes
subject_3 joint 1 preTask 0 1 NA NA 0 3894 0.916666666667 No M 20-29 yes
subject_3 joint 1 preTask 1 1 NA NA 1 2850 0.916666666667 No M 20-29 yes
subject_3 joint 1 preTask 1 1 NA NA 1 2501 0.916666666667 No M 20-29 yes
subject_3 joint 1 preTask 0 1 NA NA 0 2457 0.916666666667 No M 20-29 yes
subject_3 sound 1 preTask 1 1 NA NA 1 2157 0.916666666667 No M 20-29 yes
subject_3 sound 1 preTask 1 1 NA NA 1 2170 0.916666666667 No M 20-29 yes
subject_3 sound 1 preTask 0 1 NA NA 1 2413 0.916666666667 No M 20-29 yes
subject_3 sound 1 preTask 0 1 NA NA 0 2360 0.916666666667 No M 20-29 yes
subject_3 concept 1 preTask 0 1 NA NA 0 2540 0.916666666667 No M 20-29 yes
subject_3 concept 1 preTask 0 1 NA NA 0 2335 0.916666666667 No M 20-29 yes
subject_3 concept 1 preTask 1 1 NA NA 1 2611 0.916666666667 No M 20-29 yes
subject_3 concept 1 preTask 1 1 NA NA 1 3049 0.916666666667 No M 20-29 yes
subject_3 sound 1 Task 3 1 2 0 0 3223 0.916666666667 No M 20-29 yes
subject_3 sound 1 Task 5 1 4 0 1 2530 0.916666666667 No M 20-29 yes
subject_3 sound 1 Task 4 1 3 0 1 2607 0.916666666667 No M 20-29 yes
subject_3 sound 1 Task 1 1 0 0 1 2597 0.916666666667 No M 20-29 yes
subject_3 sound 1 Task 2 1 1 0 0 2538 0.916666666667 No M 20-29 yes
subject_3 sound 1 Task 3 2 2 0 1 2631 0.916666666667 No M 20-29 yes
subject_3 sound 1 Task 4 2 3 0 0 2569 0.916666666667 No M 20-29 yes
subject_3 sound 1 Task 1 2 0 0 0 2637 0.916666666667 No M 20-29 yes
subject_3 sound 1 Task 5 2 4 0 1 2417 0.916666666667 No M 20-29 yes
subject_3 sound 1 Task 2 2 1 0 0 2947 0.916666666667 No M 20-29 yes
subject_3 concept 1 Task 1 1 0 0 0 2554 0.916666666667 No M 20-29 yes
subject_3 concept 1 Task 3 1 0 2 1 2656 0.916666666667 No M 20-29 yes
subject_3 concept 1 Task 5 1 0 4 1 2722 0.916666666667 No M 20-29 yes
subject_3 concept 1 Task 4 1 0 3 1 3520 0.916666666667 No M 20-29 yes
subject_3 concept 1 Task 2 1 0 1 1 3311 0.916666666667 No M 20-29 yes
subject_3 concept 1 Task 4 2 0 3 1 2614 0.916666666667 No M 20-29 yes
subject_3 concept 1 Task 5 2 0 4 1 2736 0.916666666667 No M 20-29 yes
subject_3 concept 1 Task 2 2 0 1 0 2742 0.916666666667 No M 20-29 yes
subject_3 concept 1 Task 1 2 0 0 0 2486 0.916666666667 No M 20-29 yes
subject_3 concept 1 Task 3 2 0 2 1 2737 0.916666666667 No M 20-29 yes
subject_3 joint 1 Task 0 1 1 4 1 2602 0.916666666667 No M 20-29 yes
subject_3 joint 1 Task 0 1 2 1 1 3045 0.916666666667 No M 20-29 yes
subject_3 joint 1 Task 0 1 3 4 0 2554 0.916666666667 No M 20-29 yes
subject_3 joint 1 Task 0 1 2 3 1 2659 0.916666666667 No M 20-29 yes
subject_3 joint 1 Task 0 1 0 4 1 2416 0.916666666667 No M 20-29 yes
subject_3 joint 1 Task 0 1 1 3 1 3130 0.916666666667 No M 20-29 yes
subject_3 joint 1 Task 0 1 4 0 1 3673 0.916666666667 No M 20-29 yes
subject_3 joint 1 Task 0 1 4 2 1 2634 0.916666666667 No M 20-29 yes
subject_3 joint 1 Task 0 1 0 3 1 2550 0.916666666667 No M 20-29 yes
subject_3 joint 1 Task 0 1 2 2 1 2550 0.916666666667 No M 20-29 yes
subject_3 joint 1 Task 0 1 1 1 0 2985 0.916666666667 No M 20-29 yes
subject_3 joint 1 Task 0 1 0 1 0 2574 0.916666666667 No M 20-29 yes
subject_3 joint 1 Task 0 1 1 2 1 2693 0.916666666667 No M 20-29 yes
subject_3 joint 1 Task 0 1 2 0 0 2448 0.916666666667 No M 20-29 yes
subject_3 joint 1 Task 0 1 4 4 1 2549 0.916666666667 No M 20-29 yes
subject_3 joint 1 Task 0 1 2 4 1 2477 0.916666666667 No M 20-29 yes
subject_3 joint 1 Task 0 1 0 2 0 2824 0.916666666667 No M 20-29 yes
subject_3 joint 1 Task 0 1 3 3 1 1895 0.916666666667 No M 20-29 yes
subject_3 joint 1 Task 0 1 4 3 1 2326 0.916666666667 No M 20-29 yes
subject_3 joint 1 Task 0 1 3 1 1 2722 0.916666666667 No M 20-29 yes
subject_3 joint 1 Task 0 1 3 2 1 2654 0.916666666667 No M 20-29 yes
subject_3 joint 1 Task 0 1 0 0 0 2319 0.916666666667 No M 20-29 yes
subject_3 joint 1 Task 0 1 4 1 0 3049 0.916666666667 No M 20-29 yes
subject_3 joint 1 Task 0 1 3 0 0 2374 0.916666666667 No M 20-29 yes
subject_3 joint 1 Task 0 1 1 0 0 2364 0.916666666667 No M 20-29 yes
subject_3 joint 1 Task 0 2 4 1 1 3920 0.916666666667 No M 20-29 yes
subject_3 joint 1 Task 0 2 2 1 0 2683 0.916666666667 No M 20-29 yes
subject_3 joint 1 Task 0 2 3 3 1 2275 0.916666666667 No M 20-29 yes
subject_3 joint 1 Task 0 2 4 2 1 2760 0.916666666667 No M 20-29 yes
subject_3 joint 1 Task 0 2 4 4 1 2753 0.916666666667 No M 20-29 yes
subject_3 joint 1 Task 0 2 0 4 1 2309 0.916666666667 No M 20-29 yes
subject_3 joint 1 Task 0 2 4 3 1 2793 0.916666666667 No M 20-29 yes
subject_3 joint 1 Task 0 2 2 3 1 2294 0.916666666667 No M 20-29 yes
subject_3 joint 1 Task 0 2 1 0 0 2239 0.916666666667 No M 20-29 yes
subject_3 joint 1 Task 0 2 1 3 1 2389 0.916666666667 No M 20-29 yes
subject_3 joint 1 Task 0 2 1 4 1 2562 0.916666666667 No M 20-29 yes
subject_3 joint 1 Task 0 2 4 0 0 2315 0.916666666667 No M 20-29 yes
subject_3 joint 1 Task 0 2 3 2 1 2569 0.916666666667 No M 20-29 yes
subject_3 joint 1 Task 0 2 2 2 1 2652 0.916666666667 No M 20-29 yes
subject_3 joint 1 Task 0 2 1 2 1 3424 0.916666666667 No M 20-29 yes
subject_3 joint 1 Task 0 2 3 4 1 2236 0.916666666667 No M 20-29 yes
subject_3 joint 1 Task 0 2 3 1 1 2884 0.916666666667 No M 20-29 yes
subject_3 joint 1 Task 0 2 1 1 0 2510 0.916666666667 No M 20-29 yes
subject_3 joint 1 Task 0 2 3 0 0 2310 0.916666666667 No M 20-29 yes
subject_3 joint 1 Task 0 2 0 3 1 2452 0.916666666667 No M 20-29 yes
subject_3 joint 1 Task 0 2 2 0 0 2520 0.916666666667 No M 20-29 yes
subject_3 joint 1 Task 0 2 2 4 1 2385 0.916666666667 No M 20-29 yes
subject_3 joint 1 Task 0 2 0 0 0 2886 0.916666666667 No M 20-29 yes
subject_3 joint 1 Task 0 2 0 2 1 2586 0.916666666667 No M 20-29 yes
subject_3 joint 1 Task 0 2 0 1 1 2729 0.916666666667 No M 20-29 yes
subject_4 joint 2 preTask 1 1 NA NA 1 5837 0.916666666667 No M 30-39 yes
subject_4 joint 2 preTask 1 1 NA NA 1 5006 0.916666666667 No M 30-39 yes
subject_4 joint 2 preTask 0 1 NA NA 0 3178 0.916666666667 No M 30-39 yes
subject_4 joint 2 preTask 0 1 NA NA 0 2492 0.916666666667 No M 30-39 yes
subject_4 sound 2 preTask 1 1 NA NA 1 3147 0.916666666667 No M 30-39 yes
subject_4 sound 2 preTask 0 1 NA NA 0 2258 0.916666666667 No M 30-39 yes
subject_4 sound 2 preTask 1 1 NA NA 0 2624 0.916666666667 No M 30-39 yes
subject_4 sound 2 preTask 0 1 NA NA 0 2360 0.916666666667 No M 30-39 yes
subject_4 concept 2 preTask 0 1 NA NA 0 2985 0.916666666667 No M 30-39 yes
subject_4 concept 2 preTask 0 1 NA NA 0 2395 0.916666666667 No M 30-39 yes
subject_4 concept 2 preTask 1 1 NA NA 1 2284 0.916666666667 No M 30-39 yes
subject_4 concept 2 preTask 1 1 NA NA 1 2206 0.916666666667 No M 30-39 yes
subject_4 joint 2 Task 0 1 3 0 0 3872 0.916666666667 No M 30-39 yes
subject_4 joint 2 Task 0 1 0 1 1 3545 0.916666666667 No M 30-39 yes
subject_4 joint 2 Task 0 1 3 3 1 3020 0.916666666667 No M 30-39 yes
subject_4 joint 2 Task 0 1 3 2 1 2625 0.916666666667 No M 30-39 yes
subject_4 joint 2 Task 0 1 2 2 0 2809 0.916666666667 No M 30-39 yes
subject_4 joint 2 Task 0 1 2 0 1 2488 0.916666666667 No M 30-39 yes
subject_4 joint 2 Task 0 1 2 1 0 3207 0.916666666667 No M 30-39 yes
subject_4 joint 2 Task 0 1 1 3 1 2357 0.916666666667 No M 30-39 yes
subject_4 joint 2 Task 0 1 2 3 1 2939 0.916666666667 No M 30-39 yes
subject_4 joint 2 Task 0 1 0 3 1 2309 0.916666666667 No M 30-39 yes
subject_4 joint 2 Task 0 1 3 1 0 2385 0.916666666667 No M 30-39 yes
subject_4 joint 2 Task 0 1 2 4 1 2335 0.916666666667 No M 30-39 yes
subject_4 joint 2 Task 0 1 1 2 0 2764 0.916666666667 No M 30-39 yes
subject_4 joint 2 Task 0 1 4 0 0 2307 0.916666666667 No M 30-39 yes
subject_4 joint 2 Task 0 1 1 1 0 2723 0.916666666667 No M 30-39 yes
subject_4 joint 2 Task 0 1 4 3 1 2566 0.916666666667 No M 30-39 yes
subject_4 joint 2 Task 0 1 4 4 1 2358 0.916666666667 No M 30-39 yes
subject_4 joint 2 Task 0 1 4 1 0 2248 0.916666666667 No M 30-39 yes
subject_4 joint 2 Task 0 1 0 0 0 2193 0.916666666667 No M 30-39 yes
subject_4 joint 2 Task 0 1 1 4 1 2219 0.916666666667 No M 30-39 yes
subject_4 joint 2 Task 0 1 0 2 1 2265 0.916666666667 No M 30-39 yes
subject_4 joint 2 Task 0 1 1 0 0 2319 0.916666666667 No M 30-39 yes
subject_4 joint 2 Task 0 1 3 4 1 2163 0.916666666667 No M 30-39 yes
subject_4 joint 2 Task 0 1 4 2 1 2347 0.916666666667 No M 30-39 yes
subject_4 joint 2 Task 0 1 0 4 1 2099 0.916666666667 No M 30-39 yes
subject_4 joint 2 Task 0 2 0 1 0 2198 0.916666666667 No M 30-39 yes
subject_4 joint 2 Task 0 2 2 4 1 1788 0.916666666667 No M 30-39 yes
subject_4 joint 2 Task 0 2 3 3 1 2234 0.916666666667 No M 30-39 yes
subject_4 joint 2 Task 0 2 2 2 1 2265 0.916666666667 No M 30-39 yes
subject_4 joint 2 Task 0 2 1 4 1 2289 0.916666666667 No M 30-39 yes
subject_4 joint 2 Task 0 2 4 3 1 2114 0.916666666667 No M 30-39 yes
subject_4 joint 2 Task 0 2 0 3 1 2268 0.916666666667 No M 30-39 yes
subject_4 joint 2 Task 0 2 0 2 1 2745 0.916666666667 No M 30-39 yes
subject_4 joint 2 Task 0 2 2 3 0 3098 0.916666666667 No M 30-39 yes
subject_4 joint 2 Task 0 2 0 4 0 2622 0.916666666667 No M 30-39 yes
subject_4 joint 2 Task 0 2 1 0 0 2281 0.916666666667 No M 30-39 yes
subject_4 joint 2 Task 0 2 2 0 0 2268 0.916666666667 No M 30-39 yes
subject_4 joint 2 Task 0 2 1 2 0 2464 0.916666666667 No M 30-39 yes
subject_4 joint 2 Task 0 2 0 0 0 2315 0.916666666667 No M 30-39 yes
subject_4 joint 2 Task 0 2 4 0 0 1905 0.916666666667 No M 30-39 yes
subject_4 joint 2 Task 0 2 3 2 1 2063 0.916666666667 No M 30-39 yes
subject_4 joint 2 Task 0 2 3 4 1 1830 0.916666666667 No M 30-39 yes
subject_4 joint 2 Task 0 2 2 1 0 2171 0.916666666667 No M 30-39 yes
subject_4 joint 2 Task 0 2 1 3 1 2309 0.916666666667 No M 30-39 yes
subject_4 joint 2 Task 0 2 4 2 1 2230 0.916666666667 No M 30-39 yes
subject_4 joint 2 Task 0 2 4 4 1 2121 0.916666666667 No M 30-39 yes
subject_4 joint 2 Task 0 2 3 1 0 2175 0.916666666667 No M 30-39 yes
subject_4 joint 2 Task 0 2 4 1 0 2589 0.916666666667 No M 30-39 yes
subject_4 joint 2 Task 0 2 1 1 0 2151 0.916666666667 No M 30-39 yes
subject_4 joint 2 Task 0 2 3 0 0 1806 0.916666666667 No M 30-39 yes
subject_4 concept 2 Task 2 1 0 1 0 2181 0.916666666667 No M 30-39 yes
subject_4 concept 2 Task 3 1 0 2 0 1976 0.916666666667 No M 30-39 yes
subject_4 concept 2 Task 4 1 0 3 1 2087 0.916666666667 No M 30-39 yes
subject_4 concept 2 Task 1 1 0 0 1 2591 0.916666666667 No M 30-39 yes
subject_4 concept 2 Task 5 1 0 4 1 2203 0.916666666667 No M 30-39 yes
subject_4 concept 2 Task 1 2 0 0 0 2136 0.916666666667 No M 30-39 yes
subject_4 concept 2 Task 3 2 0 2 1 2117 0.916666666667 No M 30-39 yes
subject_4 concept 2 Task 4 2 0 3 1 1937 0.916666666667 No M 30-39 yes
subject_4 concept 2 Task 5 2 0 4 1 2029 0.916666666667 No M 30-39 yes
subject_4 concept 2 Task 2 2 0 1 1 2003 0.916666666667 No M 30-39 yes
subject_4 sound 2 Task 3 1 2 0 1 2431 0.916666666667 No M 30-39 yes
subject_4 sound 2 Task 5 1 4 0 1 2407 0.916666666667 No M 30-39 yes
subject_4 sound 2 Task 4 1 3 0 1 2416 0.916666666667 No M 30-39 yes
subject_4 sound 2 Task 2 1 1 0 0 2341 0.916666666667 No M 30-39 yes
subject_4 sound 2 Task 1 1 0 0 0 2268 0.916666666667 No M 30-39 yes
subject_4 sound 2 Task 2 2 1 0 1 2279 0.916666666667 No M 30-39 yes
subject_4 sound 2 Task 1 2 0 0 0 2377 0.916666666667 No M 30-39 yes
subject_4 sound 2 Task 4 2 3 0 1 2307 0.916666666667 No M 30-39 yes
subject_4 sound 2 Task 3 2 2 0 1 2228 0.916666666667 No M 30-39 yes
