ID condition rando type order block chunk sound_dist concept_dist answer RT score problem gender age native
subject_1 joint 1 Task 0 0 1 0 0 0 2155 1.0 No F 40-49 yes
subject_1 joint 1 Task 0 0 1 0 2 1 2859 1.0 No F 40-49 yes
subject_1 joint 1 Task 0 0 1 2 1 1 2664 1.0 No F 40-49 yes
subject_1 joint 1 Task 0 0 1 3 0 1 2443 1.0 No F 40-49 yes
subject_1 joint 1 Task 0 0 1 1 3 1 2242 1.0 No F 40-49 yes
subject_1 joint 1 Task 0 0 1 1 2 1 2334 1.0 No F 40-49 yes
subject_1 joint 1 Task 0 0 1 1 0 0 2213 1.0 No F 40-49 yes
subject_1 joint 1 Task 0 0 1 0 3 1 2360 1.0 No F 40-49 yes
subject_1 joint 1 Task 0 0 1 3 4 1 2183 1.0 No F 40-49 yes
subject_1 joint 1 Task 0 0 1 2 0 0 2201 1.0 No F 40-49 yes
subject_1 joint 1 Task 0 0 1 2 3 1 2201 1.0 No F 40-49 yes
subject_1 sound 1 Task 4 0 1 3 0 1 2128 1.0 No F 40-49 yes
subject_1 sound 1 Task 2 0 1 1 0 0 2101 1.0 No F 40-49 yes
subject_1 sound 1 Task 5 0 1 4 0 1 2016 1.0 No F 40-49 yes
subject_1 sound 1 Task 1 0 1 0 0 0 2082 1.0 No F 40-49 yes
subject_1 sound 1 Task 3 0 1 2 0 1 2490 1.0 No F 40-49 yes
subject_1 sound 1 Task 2 0 1 1 0 0 2202 1.0 No F 40-49 yes
subject_1 sound 1 Task 4 0 1 3 0 1 2019 1.0 No F 40-49 yes
subject_1 sound 1 Task 1 0 1 0 0 0 2106 1.0 No F 40-49 yes
subject_1 sound 1 Task 3 0 1 2 0 1 2155 1.0 No F 40-49 yes
subject_1 sound 1 Task 5 0 1 4 0 1 2063 1.0 No F 40-49 yes
subject_1 sound 1 Task 3 0 1 2 0 1 2337 1.0 No F 40-49 yes
subject_1 sound 1 Task 1 0 1 0 0 0 2177 1.0 No F 40-49 yes
subject_1 sound 1 Task 2 0 1 1 0 0 2610 1.0 No F 40-49 yes
subject_1 sound 1 Task 4 0 1 3 0 1 2144 1.0 No F 40-49 yes
subject_1 sound 1 Task 5 0 1 4 0 1 2123 1.0 No F 40-49 yes
subject_1 sound 1 Task 3 0 1 2 0 1 2299 1.0 No F 40-49 yes
subject_1 sound 1 Task 4 0 1 3 0 1 2161 1.0 No F 40-49 yes
subject_1 sound 1 Task 5 0 1 4 0 1 2176 1.0 No F 40-49 yes
subject_1 sound 1 Task 2 0 1 1 0 0 2508 1.0 No F 40-49 yes
subject_1 sound 1 Task 1 0 1 0 0 0 2371 1.0 No F 40-49 yes
subject_1 concept 1 Task 4 0 1 0 3 1 2066 1.0 No F 40-49 yes
subject_1 concept 1 Task 5 0 1 0 4 1 2017 1.0 No F 40-49 yes
subject_1 concept 1 Task 3 0 1 0 2 1 2035 1.0 No F 40-49 yes
subject_1 concept 1 Task 1 0 1 0 0 0 1912 1.0 No F 40-49 yes
subject_1 concept 1 Task 2 0 1 0 1 1 2170 1.0 No F 40-49 yes
subject_1 concept 1 Task 2 0 1 0 1 0 2042 1.0 No F 40-49 yes
subject_1 concept 1 Task 3 0 1 0 2 0 2075 1.0 No F 40-49 yes
subject_1 concept 1 Task 4 0 1 0 3 1 2276 1.0 No F 40-49 yes
subject_1 concept 1 Task 5 0 1 0 4 1 2057 1.0 No F 40-49 yes
subject_1 concept 1 Task 1 0 1 0 0 0 2224 1.0 No F 40-49 yes
subject_1 concept 1 Task 4 0 1 0 3 1 1965 1.0 No F 40-49 yes
subject_1 concept 1 Task 1 0 1 0 0 0 2290 1.0 No F 40-49 yes
subject_1 concept 1 Task 2 0 1 0 1 0 2209 1.0 No F 40-49 yes
subject_1 concept 1 Task 3 0 1 0 2 1 2251 1.0 No F 40-49 yes
subject_1 concept 1 Task 5 0 1 0 4 1 2002 1.0 No F 40-49 yes
subject_1 concept 1 Task 3 0 1 0 2 1 2238 1.0 No F 40-49 yes
subject_1 concept 1 Task 2 0 1 0 1 1 2181 1.0 No F 40-49 yes
subject_1 concept 1 Task 4 0 1 0 3 1 2160 1.0 No F 40-49 yes
subject_1 concept 1 Task 1 0 1 0 0 0 2346 1.0 No F 40-49 yes
subject_1 concept 1 Task 5 0 1 0 4 1 2012 1.0 No F 40-49 yes
subject_1 concept 1 Task 5 0 2 0 4 1 2023 1.0 No F 40-49 yes
subject_1 concept 1 Task 4 0 2 0 3 1 1982 1.0 No F 40-49 yes
subject_1 concept 1 Task 2 0 2 0 1 0 2168 1.0 No F 40-49 yes
subject_1 concept 1 Task 1 0 2 0 0 0 2179 1.0 No F 40-49 yes
subject_1 concept 1 Task 3 0 2 0 2 1 2329 1.0 No F 40-49 yes
subject_1 concept 1 Task 2 0 2 0 1 1 2242 1.0 No F 40-49 yes
subject_1 concept 1 Task 3 0 2 0 2 0 2381 1.0 No F 40-49 yes
subject_1 concept 1 Task 5 0 2 0 4 1 2014 1.0 No F 40-49 yes
subject_1 concept 1 Task 4 0 2 0 3 1 2027 1.0 No F 40-49 yes
subject_1 concept 1 Task 1 0 2 0 0 0 2169 1.0 No F 40-49 yes
subject_1 concept 1 Task 4 0 2 0 3 1 1999 1.0 No F 40-49 yes
subject_1 concept 1 Task 3 0 2 0 2 1 2070 1.0 No F 40-49 yes
subject_1 concept 1 Task 1 0 2 0 0 0 2066 1.0 No F 40-49 yes
subject_1 concept 1 Task 2 0 2 0 1 0 2232 1.0 No F 40-49 yes
subject_1 concept 1 Task 5 0 2 0 4 1 2011 1.0 No F 40-49 yes
subject_1 concept 1 Task 1 0 2 0 0 0 2146 1.0 No F 40-49 yes
subject_1 concept 1 Task 3 0 2 0 2 0 2120 1.0 No F 40-49 yes
subject_1 concept 1 Task 4 0 2 0 3 1 2122 1.0 No F 40-49 yes
subject_1 concept 1 Task 5 0 2 0 4 1 2005 1.0 No F 40-49 yes
subject_1 concept 1 Task 2 0 2 0 1 0 2270 1.0 No F 40-49 yes
subject_1 joint 1 Task 0 0 2 3 1 1 2029 1.0 No F 40-49 yes
subject_1 joint 1 Task 0 0 2 3 0 1 2107 1.0 No F 40-49 yes
subject_1 joint 1 Task 0 0 2 0 3 0 2024 1.0 No F 40-49 yes
subject_1 joint 1 Task 0 0 2 1 4 0 2147 1.0 No F 40-49 yes
subject_1 joint 1 Task 0 0 2 0 2 0 2218 1.0 No F 40-49 yes
subject_1 joint 1 Task 0 0 2 4 4 1 2035 1.0 No F 40-49 yes
subject_1 joint 1 Task 0 0 2 4 0 1 2384 1.0 No F 40-49 yes
subject_1 joint 1 Task 0 0 2 1 2 0 2400 1.0 No F 40-49 yes
subject_1 joint 1 Task 0 0 2 3 3 1 2070 1.0 No F 40-49 yes
subject_1 joint 1 Task 0 0 2 2 0 1 2372 1.0 No F 40-49 yes
subject_1 joint 1 Task 0 0 2 1 3 1 2074 1.0 No F 40-49 yes
subject_1 joint 1 Task 0 0 2 1 1 0 2171 1.0 No F 40-49 yes
subject_1 joint 1 Task 0 0 2 4 2 1 2120 1.0 No F 40-49 yes
subject_1 joint 1 Task 0 0 2 4 1 1 2042 1.0 No F 40-49 yes
subject_1 joint 1 Task 0 0 2 2 1 0 2083 1.0 No F 40-49 yes
subject_1 joint 1 Task 0 0 2 3 2 1 2081 1.0 No F 40-49 yes
subject_1 joint 1 Task 0 0 2 4 3 1 2059 1.0 No F 40-49 yes
subject_1 joint 1 Task 0 0 2 2 4 1 2166 1.0 No F 40-49 yes
subject_1 joint 1 Task 0 0 2 3 4 1 1955 1.0 No F 40-49 yes
subject_1 joint 1 Task 0 0 2 2 3 1 6376 1.0 No F 40-49 yes
subject_1 joint 1 Task 0 0 2 0 0 0 2194 1.0 No F 40-49 yes
subject_1 joint 1 Task 0 0 2 1 0 0 2155 1.0 No F 40-49 yes
subject_1 joint 1 Task 0 0 2 0 1 0 2105 1.0 No F 40-49 yes
subject_1 joint 1 Task 0 0 2 0 4 1 2136 1.0 No F 40-49 yes
subject_1 joint 1 Task 0 0 2 2 2 0 2284 1.0 No F 40-49 yes
subject_1 sound 1 Task 2 0 2 1 0 0 2058 1.0 No F 40-49 yes
subject_1 sound 1 Task 4 0 2 3 0 1 1943 1.0 No F 40-49 yes
subject_1 sound 1 Task 1 0 2 0 0 0 2181 1.0 No F 40-49 yes
subject_1 sound 1 Task 5 0 2 4 0 1 1984 1.0 No F 40-49 yes
subject_1 sound 1 Task 3 0 2 2 0 1 2057 1.0 No F 40-49 yes
subject_1 sound 1 Task 1 0 2 0 0 0 1973 1.0 No F 40-49 yes
subject_1 sound 1 Task 5 0 2 4 0 1 1966 1.0 No F 40-49 yes
subject_1 sound 1 Task 2 0 2 1 0 1 2275 1.0 No F 40-49 yes
subject_1 sound 1 Task 4 0 2 3 0 1 1967 1.0 No F 40-49 yes
subject_1 sound 1 Task 3 0 2 2 0 1 2044 1.0 No F 40-49 yes
subject_1 sound 1 Task 4 0 2 3 0 1 2093 1.0 No F 40-49 yes
subject_1 sound 1 Task 1 0 2 0 0 0 2042 1.0 No F 40-49 yes
subject_1 sound 1 Task 3 0 2 2 0 1 2410 1.0 No F 40-49 yes
subject_1 sound 1 Task 5 0 2 4 0 1 2037 1.0 No F 40-49 yes
subject_1 sound 1 Task 2 0 2 1 0 0 2144 1.0 No F 40-49 yes
subject_1 sound 1 Task 2 0 2 1 0 0 2203 1.0 No F 40-49 yes
subject_1 sound 1 Task 4 0 2 3 0 1 2026 1.0 No F 40-49 yes
subject_1 sound 1 Task 5 0 2 4 0 1 2041 1.0 No F 40-49 yes
subject_1 sound 1 Task 3 0 2 2 0 1 2011 1.0 No F 40-49 yes
subject_1 sound 1 Task 1 0 2 0 0 0 2152 1.0 No F 40-49 yes
subject_1 sound 1 Task 1 0 3 0 0 0 1970 1.0 No F 40-49 yes
subject_1 sound 1 Task 3 0 3 2 0 1 1995 1.0 No F 40-49 yes
subject_1 sound 1 Task 5 0 3 4 0 1 1994 1.0 No F 40-49 yes
subject_1 sound 1 Task 2 0 3 1 0 0 2237 1.0 No F 40-49 yes
subject_1 sound 1 Task 4 0 3 3 0 1 1969 1.0 No F 40-49 yes
subject_1 sound 1 Task 5 0 3 4 0 1 1977 1.0 No F 40-49 yes
subject_1 sound 1 Task 2 0 3 1 0 0 2279 1.0 No F 40-49 yes
subject_1 sound 1 Task 4 0 3 3 0 1 1978 1.0 No F 40-49 yes
subject_1 sound 1 Task 3 0 3 2 0 1 2041 1.0 No F 40-49 yes
subject_1 sound 1 Task 1 0 3 0 0 0 2299 1.0 No F 40-49 yes
subject_1 sound 1 Task 5 0 3 4 0 1 2147 1.0 No F 40-49 yes
subject_1 sound 1 Task 3 0 3 2 0 1 2019 1.0 No F 40-49 yes
subject_1 sound 1 Task 1 0 3 0 0 0 2153 1.0 No F 40-49 yes
subject_1 sound 1 Task 2 0 3 1 0 0 2191 1.0 No F 40-49 yes
subject_1 sound 1 Task 4 0 3 3 0 1 1994 1.0 No F 40-49 yes
subject_1 sound 1 Task 4 0 3 3 0 1 2059 1.0 No F 40-49 yes
subject_1 sound 1 Task 5 0 3 4 0 1 1943 1.0 No F 40-49 yes
subject_1 sound 1 Task 1 0 3 0 0 0 2210 1.0 No F 40-49 yes
subject_1 sound 1 Task 3 0 3 2 0 1 2057 1.0 No F 40-49 yes
subject_1 sound 1 Task 2 0 3 1 0 1 2270 1.0 No F 40-49 yes
subject_1 concept 1 Task 3 0 3 0 2 0 2312 1.0 No F 40-49 yes
subject_1 concept 1 Task 5 0 3 0 4 1 2066 1.0 No F 40-49 yes
subject_1 concept 1 Task 4 0 3 0 3 1 2097 1.0 No F 40-49 yes
subject_1 concept 1 Task 2 0 3 0 1 0 2146 1.0 No F 40-49 yes
subject_1 concept 1 Task 1 0 3 0 0 0 1936 1.0 No F 40-49 yes
subject_1 concept 1 Task 4 0 3 0 3 1 1954 1.0 No F 40-49 yes
subject_1 concept 1 Task 1 0 3 0 0 0 2122 1.0 No F 40-49 yes
subject_1 concept 1 Task 3 0 3 0 2 0 2138 1.0 No F 40-49 yes
subject_1 concept 1 Task 5 0 3 0 4 1 1945 1.0 No F 40-49 yes
subject_1 concept 1 Task 2 0 3 0 1 0 2192 1.0 No F 40-49 yes
subject_1 concept 1 Task 3 0 3 0 2 1 2051 1.0 No F 40-49 yes
subject_1 concept 1 Task 5 0 3 0 4 1 2002 1.0 No F 40-49 yes
subject_1 concept 1 Task 1 0 3 0 0 0 2065 1.0 No F 40-49 yes
subject_1 concept 1 Task 4 0 3 0 3 1 2136 1.0 No F 40-49 yes
subject_1 concept 1 Task 2 0 3 0 1 1 2170 1.0 No F 40-49 yes
subject_1 concept 1 Task 4 0 3 0 3 1 2002 1.0 No F 40-49 yes
subject_1 concept 1 Task 2 0 3 0 1 1 2162 1.0 No F 40-49 yes
subject_1 concept 1 Task 1 0 3 0 0 0 2017 1.0 No F 40-49 yes
subject_1 concept 1 Task 5 0 3 0 4 1 1949 1.0 No F 40-49 yes
subject_1 concept 1 Task 3 0 3 0 2 1 2124 1.0 No F 40-49 yes
subject_1 joint 1 Task 0 0 3 3 3 1 2003 1.0 No F 40-49 yes
subject_1 joint 1 Task 0 0 3 3 4 1 2001 1.0 No F 40-49 yes
subject_1 joint 1 Task 0 0 3 2 4 1 2201 1.0 No F 40-49 yes
subject_1 joint 1 Task 0 0 3 4 0 1 2096 1.0 No F 40-49 yes
subject_1 joint 1 Task 0 0 3 1 1 0 2202 1.0 No F 40-49 yes
subject_1 joint 1 Task 0 0 3 1 3 1 2666 1.0 No F 40-49 yes
subject_1 joint 1 Task 0 0 3 4 4 1 1978 1.0 No F 40-49 yes
subject_1 joint 1 Task 0 0 3 2 3 1 2111 1.0 No F 40-49 yes
subject_1 joint 1 Task 0 0 3 2 2 1 2083 1.0 No F 40-49 yes
subject_1 joint 1 Task 0 0 3 1 2 0 2198 1.0 No F 40-49 yes
subject_1 joint 1 Task 0 0 3 0 3 1 2179 1.0 No F 40-49 yes
subject_1 joint 1 Task 0 0 3 1 4 0 2240 1.0 No F 40-49 yes
subject_1 joint 1 Task 0 0 3 2 0 1 2184 1.0 No F 40-49 yes
subject_1 joint 1 Task 0 0 3 4 3 1 2010 1.0 No F 40-49 yes
subject_1 joint 1 Task 0 0 3 3 1 1 1963 1.0 No F 40-49 yes
subject_1 joint 1 Task 0 0 3 1 0 0 2195 1.0 No F 40-49 yes
subject_1 joint 1 Task 0 0 3 4 2 1 2025 1.0 No F 40-49 yes
subject_1 joint 1 Task 0 0 3 0 0 0 2084 1.0 No F 40-49 yes
subject_1 joint 1 Task 0 0 3 3 0 1 1995 1.0 No F 40-49 yes
subject_1 joint 1 Task 0 0 3 4 1 1 2025 1.0 No F 40-49 yes
subject_1 joint 1 Task 0 0 3 3 2 1 2029 1.0 No F 40-49 yes
subject_1 joint 1 Task 0 0 3 0 2 0 2136 1.0 No F 40-49 yes
subject_1 joint 1 Task 0 0 3 0 4 1 2042 1.0 No F 40-49 yes
subject_1 joint 1 Task 0 0 3 2 1 1 2289 1.0 No F 40-49 yes
subject_1 joint 1 Task 0 0 3 0 1 0 2054 1.0 No F 40-49 yes
subject_1 sound 1 Task 2 0 4 1 0 0 2069 1.0 No F 40-49 yes
subject_1 sound 1 Task 5 0 4 4 0 1 1952 1.0 No F 40-49 yes
subject_1 sound 1 Task 4 0 4 3 0 1 1956 1.0 No F 40-49 yes
subject_1 sound 1 Task 3 0 4 2 0 1 2260 1.0 No F 40-49 yes
subject_1 sound 1 Task 1 0 4 0 0 0 2010 1.0 No F 40-49 yes
subject_1 sound 1 Task 3 0 4 2 0 1 2079 1.0 No F 40-49 yes
subject_1 sound 1 Task 1 0 4 0 0 0 2287 1.0 No F 40-49 yes
subject_1 sound 1 Task 2 0 4 1 0 0 2161 1.0 No F 40-49 yes
subject_1 sound 1 Task 4 0 4 3 0 1 1999 1.0 No F 40-49 yes
subject_1 sound 1 Task 5 0 4 4 0 1 2020 1.0 No F 40-49 yes
subject_1 sound 1 Task 3 0 4 2 0 1 2072 1.0 No F 40-49 yes
subject_1 sound 1 Task 1 0 4 0 0 0 2124 1.0 No F 40-49 yes
subject_1 sound 1 Task 2 0 4 1 0 0 2050 1.0 No F 40-49 yes
subject_1 sound 1 Task 5 0 4 4 0 1 2051 1.0 No F 40-49 yes
subject_1 sound 1 Task 4 0 4 3 0 1 1968 1.0 No F 40-49 yes
subject_1 sound 1 Task 4 0 4 3 0 1 2001 1.0 No F 40-49 yes
subject_1 sound 1 Task 2 0 4 1 0 0 2138 1.0 No F 40-49 yes
subject_1 sound 1 Task 5 0 4 4 0 1 1947 1.0 No F 40-49 yes
subject_1 sound 1 Task 1 0 4 0 0 0 1934 1.0 No F 40-49 yes
subject_1 sound 1 Task 3 0 4 2 0 1 1924 1.0 No F 40-49 yes
subject_1 joint 1 Task 0 0 4 0 0 0 2150 1.0 No F 40-49 yes
subject_1 joint 1 Task 0 0 4 2 3 1 2121 1.0 No F 40-49 yes
subject_1 joint 1 Task 0 0 4 4 0 1 1999 1.0 No F 40-49 yes
subject_1 joint 1 Task 0 0 4 2 2 0 2203 1.0 No F 40-49 yes
subject_1 joint 1 Task 0 0 4 1 1 0 2062 1.0 No F 40-49 yes
subject_1 joint 1 Task 0 0 4 4 1 1 2005 1.0 No F 40-49 yes
subject_1 joint 1 Task 0 0 4 0 3 0 2229 1.0 No F 40-49 yes
subject_1 joint 1 Task 0 0 4 0 4 0 2110 1.0 No F 40-49 yes
subject_1 joint 1 Task 0 0 4 4 4 1 2043 1.0 No F 40-49 yes
subject_1 joint 1 Task 0 0 4 3 0 1 1954 1.0 No F 40-49 yes
subject_1 joint 1 Task 0 0 4 1 2 1 2053 1.0 No F 40-49 yes
subject_1 joint 1 Task 0 0 4 1 0 0 2176 1.0 No F 40-49 yes
subject_1 joint 1 Task 0 0 4 2 4 1 2002 1.0 No F 40-49 yes
subject_1 joint 1 Task 0 0 4 1 3 1 1938 1.0 No F 40-49 yes
subject_1 joint 1 Task 0 0 4 3 3 1 1957 1.0 No F 40-49 yes
subject_1 joint 1 Task 0 0 4 4 3 1 1969 1.0 No F 40-49 yes
subject_1 joint 1 Task 0 0 4 4 2 1 2123 1.0 No F 40-49 yes
subject_1 joint 1 Task 0 0 4 3 4 1 1946 1.0 No F 40-49 yes
subject_1 joint 1 Task 0 0 4 0 1 0 2013 1.0 No F 40-49 yes
subject_1 joint 1 Task 0 0 4 0 2 0 2185 1.0 No F 40-49 yes
subject_1 joint 1 Task 0 0 4 2 0 1 2079 1.0 No F 40-49 yes
subject_1 joint 1 Task 0 0 4 1 4 1 2002 1.0 No F 40-49 yes
subject_1 joint 1 Task 0 0 4 2 1 1 1999 1.0 No F 40-49 yes
subject_1 joint 1 Task 0 0 4 3 2 1 1981 1.0 No F 40-49 yes
subject_1 joint 1 Task 0 0 4 3 1 1 2001 1.0 No F 40-49 yes
subject_1 concept 1 Task 1 0 4 0 0 1 2033 1.0 No F 40-49 yes
subject_1 concept 1 Task 2 0 4 0 1 0 1997 1.0 No F 40-49 yes
subject_1 concept 1 Task 4 0 4 0 3 1 2019 1.0 No F 40-49 yes
subject_1 concept 1 Task 5 0 4 0 4 1 1907 1.0 No F 40-49 yes
subject_1 concept 1 Task 3 0 4 0 2 1 1995 1.0 No F 40-49 yes
subject_1 concept 1 Task 1 0 4 0 0 0 1993 1.0 No F 40-49 yes
subject_1 concept 1 Task 5 0 4 0 4 1 1879 1.0 No F 40-49 yes
subject_1 concept 1 Task 3 0 4 0 2 1 1881 1.0 No F 40-49 yes
subject_1 concept 1 Task 2 0 4 0 1 0 1928 1.0 No F 40-49 yes
subject_1 concept 1 Task 4 0 4 0 3 1 1921 1.0 No F 40-49 yes
subject_1 concept 1 Task 2 0 4 0 1 0 2252 1.0 No F 40-49 yes
subject_1 concept 1 Task 3 0 4 0 2 1 1932 1.0 No F 40-49 yes
subject_1 concept 1 Task 1 0 4 0 0 0 1985 1.0 No F 40-49 yes
subject_1 concept 1 Task 4 0 4 0 3 0 1928 1.0 No F 40-49 yes
subject_1 concept 1 Task 5 0 4 0 4 1 2042 1.0 No F 40-49 yes
subject_1 concept 1 Task 5 0 4 0 4 1 1957 1.0 No F 40-49 yes
subject_1 concept 1 Task 4 0 4 0 3 1 1984 1.0 No F 40-49 yes
subject_1 concept 1 Task 2 0 4 0 1 0 1921 1.0 No F 40-49 yes
subject_1 concept 1 Task 3 0 4 0 2 1 2041 1.0 No F 40-49 yes
subject_1 concept 1 Task 1 0 4 0 0 1 1970 1.0 No F 40-49 yes
subject_2 joint 3 preTask 0 1  NA NA 0 9669 0.666666666667 No M 30-39 yes
subject_2 joint 3 preTask 1 1  NA NA 1 3212 0.666666666667 No M 30-39 yes
subject_2 joint 3 preTask 1 1  NA NA 1 2759 0.666666666667 No M 30-39 yes
subject_2 joint 3 preTask 0 1  NA NA 0 2339 0.666666666667 No M 30-39 yes
subject_2 sound 3 preTask 0 1  NA NA 0 2332 0.666666666667 No M 30-39 yes
subject_2 sound 3 preTask 1 1  NA NA 1 2296 0.666666666667 No M 30-39 yes
subject_2 sound 3 preTask 0 1  NA NA 0 2200 0.666666666667 No M 30-39 yes
subject_2 sound 3 preTask 1 1  NA NA 1 2202 0.666666666667 No M 30-39 yes
subject_2 concept 3 preTask 1 1  NA NA 0 3052 0.666666666667 No M 30-39 yes
subject_2 concept 3 preTask 1 1  NA NA 0 2967 0.666666666667 No M 30-39 yes
subject_2 concept 3 preTask 0 1  NA NA 1 2575 0.666666666667 No M 30-39 yes
subject_2 concept 3 preTask 0 1  NA NA 1 2370 0.666666666667 No M 30-39 yes
subject_2 concept 3 Task 2 0 1 0 1 0 2710 0.666666666667 No M 30-39 yes
subject_2 concept 3 Task 5 0 1 0 4 1 2411 0.666666666667 No M 30-39 yes
subject_2 concept 3 Task 4 0 1 0 3 1 2046 0.666666666667 No M 30-39 yes
subject_2 concept 3 Task 3 0 1 0 2 1 2170 0.666666666667 No M 30-39 yes
subject_2 concept 3 Task 1 0 1 0 0 0 2179 0.666666666667 No M 30-39 yes
subject_2 concept 3 Task 1 0 1 0 0 0 2104 0.666666666667 No M 30-39 yes
subject_2 concept 3 Task 5 0 1 0 4 1 2032 0.666666666667 No M 30-39 yes
subject_2 concept 3 Task 3 0 1 0 2 1 2188 0.666666666667 No M 30-39 yes
subject_2 concept 3 Task 4 0 1 0 3 1 2125 0.666666666667 No M 30-39 yes
subject_2 concept 3 Task 2 0 1 0 1 1 2060 0.666666666667 No M 30-39 yes
subject_2 concept 3 Task 5 0 1 0 4 1 2138 0.666666666667 No M 30-39 yes
subject_2 concept 3 Task 1 0 1 0 0 0 2041 0.666666666667 No M 30-39 yes
subject_2 concept 3 Task 3 0 1 0 2 1 2009 0.666666666667 No M 30-39 yes
subject_2 concept 3 Task 2 0 1 0 1 1 2036 0.666666666667 No M 30-39 yes
subject_2 concept 3 Task 4 0 1 0 3 1 1992 0.666666666667 No M 30-39 yes
subject_2 concept 3 Task 3 0 1 0 2 1 2138 0.666666666667 No M 30-39 yes
subject_2 concept 3 Task 2 0 1 0 1 0 2029 0.666666666667 No M 30-39 yes
subject_2 concept 3 Task 1 0 1 0 0 0 2070 0.666666666667 No M 30-39 yes
subject_2 concept 3 Task 5 0 1 0 4 1 2052 0.666666666667 No M 30-39 yes
subject_2 concept 3 Task 4 0 1 0 3 1 2064 0.666666666667 No M 30-39 yes
subject_2 joint 3 Task 0 0 1 1 3 0 2280 0.666666666667 No M 30-39 yes
subject_2 joint 3 Task 0 0 1 3 2 1 2179 0.666666666667 No M 30-39 yes
subject_2 joint 3 Task 0 0 1 4 0 1 2175 0.666666666667 No M 30-39 yes
subject_2 joint 3 Task 0 0 1 0 0 0 2045 0.666666666667 No M 30-39 yes
subject_2 joint 3 Task 0 0 1 0 4 0 2292 0.666666666667 No M 30-39 yes
subject_2 joint 3 Task 0 0 1 3 3 1 2044 0.666666666667 No M 30-39 yes
subject_2 joint 3 Task 0 0 1 1 2 0 2303 0.666666666667 No M 30-39 yes
subject_2 joint 3 Task 0 0 1 2 3 0 2274 0.666666666667 No M 30-39 yes
subject_2 joint 3 Task 0 0 1 2 2 0 2118 0.666666666667 No M 30-39 yes
subject_2 joint 3 Task 0 0 1 0 1 0 2279 0.666666666667 No M 30-39 yes
subject_2 joint 3 Task 0 0 1 3 0 1 2094 0.666666666667 No M 30-39 yes
subject_2 joint 3 Task 0 0 1 1 4 0 2204 0.666666666667 No M 30-39 yes
subject_2 joint 3 Task 0 0 1 2 4 1 2138 0.666666666667 No M 30-39 yes
subject_2 joint 3 Task 0 0 1 3 4 1 2164 0.666666666667 No M 30-39 yes
subject_2 joint 3 Task 0 0 1 4 1 1 2095 0.666666666667 No M 30-39 yes
subject_2 joint 3 Task 0 0 1 0 3 0 2101 0.666666666667 No M 30-39 yes
subject_2 joint 3 Task 0 0 1 0 2 0 2150 0.666666666667 No M 30-39 yes
subject_2 joint 3 Task 0 0 1 2 0 1 2172 0.666666666667 No M 30-39 yes
subject_2 joint 3 Task 0 0 1 4 4 1 2179 0.666666666667 No M 30-39 yes
subject_2 joint 3 Task 0 0 1 1 0 0 2143 0.666666666667 No M 30-39 yes
subject_2 joint 3 Task 0 0 1 4 3 1 2439 0.666666666667 No M 30-39 yes
subject_2 joint 3 Task 0 0 1 3 1 1 2150 0.666666666667 No M 30-39 yes
subject_2 joint 3 Task 0 0 1 2 1 1 2224 0.666666666667 No M 30-39 yes
