ID condition rando type order block sound_dist concept_dist answer RT score problem gender age native
subject_2 concept 2 Task 2 2 0 1 0 2378 1.0 No F 50-59 yes
subject_2 concept 2 Task 4 2 0 3 1 2054 1.0 No F 50-59 yes
subject_3 joint 3 preTask 0 1 NA NA 1 4803 0.916666666667 Yes M 30-39 yes
subject_3 joint 3 preTask 1 1 NA NA 1 3319 0.916666666667 Yes M 30-39 yes
subject_3 joint 3 preTask 1 1 NA NA 1 3026 0.916666666667 Yes M 30-39 yes
subject_3 joint 3 preTask 0 1 NA NA 0 2606 0.916666666667 Yes M 30-39 yes
subject_3 sound 3 preTask 0 1 NA NA 0 3298 0.916666666667 Yes M 30-39 yes
subject_3 sound 3 preTask 0 1 NA NA 0 3133 0.916666666667 Yes M 30-39 yes
subject_3 sound 3 preTask 1 1 NA NA 1 2901 0.916666666667 Yes M 30-39 yes
subject_3 sound 3 preTask 1 1 NA NA 1 2608 0.916666666667 Yes M 30-39 yes
subject_3 concept 3 preTask 1 1 NA NA 1 3307 0.916666666667 Yes M 30-39 yes
subject_3 concept 3 preTask 0 1 NA NA 0 2720 0.916666666667 Yes M 30-39 yes
subject_3 concept 3 preTask 0 1 NA NA 0 2701 0.916666666667 Yes M 30-39 yes
subject_3 concept 3 preTask 1 1 NA NA 1 2727 0.916666666667 Yes M 30-39 yes
subject_3 joint 3 Task 0 1 3 0 0 3172 0.916666666667 Yes M 30-39 yes
subject_3 joint 3 Task 0 1 2 1 0 2531 0.916666666667 Yes M 30-39 yes
subject_3 joint 3 Task 0 1 1 0 0 2186 0.916666666667 Yes M 30-39 yes
subject_3 joint 3 Task 0 1 2 0 0 2154 0.916666666667 Yes M 30-39 yes
subject_3 joint 3 Task 0 1 0 2 1 2108 0.916666666667 Yes M 30-39 yes
subject_3 joint 3 Task 0 1 2 4 1 2053 0.916666666667 Yes M 30-39 yes
subject_3 joint 3 Task 0 1 3 1 0 2093 0.916666666667 Yes M 30-39 yes
subject_3 joint 3 Task 0 1 1 1 0 1941 0.916666666667 Yes M 30-39 yes
subject_3 joint 3 Task 0 1 4 3 1 7832 0.916666666667 Yes M 30-39 yes
subject_3 joint 3 Task 0 1 0 1 0 2300 0.916666666667 Yes M 30-39 yes
subject_3 joint 3 Task 0 1 4 2 0 5238 0.916666666667 Yes M 30-39 yes
subject_3 joint 3 Task 0 1 3 4 1 2063 0.916666666667 Yes M 30-39 yes
subject_3 joint 3 Task 0 1 1 3 1 1886 0.916666666667 Yes M 30-39 yes
subject_3 joint 3 Task 0 1 1 2 1 1966 0.916666666667 Yes M 30-39 yes
subject_3 joint 3 Task 0 1 4 1 1 2746 0.916666666667 Yes M 30-39 yes
subject_3 joint 3 Task 0 1 0 3 1 1934 0.916666666667 Yes M 30-39 yes
subject_3 joint 3 Task 0 1 0 4 1 1867 0.916666666667 Yes M 30-39 yes
subject_3 joint 3 Task 0 1 4 4 1 1720 0.916666666667 Yes M 30-39 yes
subject_3 joint 3 Task 0 1 4 0 1 1788 0.916666666667 Yes M 30-39 yes
subject_3 joint 3 Task 0 1 2 2 1 1902 0.916666666667 Yes M 30-39 yes
subject_3 joint 3 Task 0 1 3 2 1 1869 0.916666666667 Yes M 30-39 yes
subject_3 joint 3 Task 0 1 0 0 0 1818 0.916666666667 Yes M 30-39 yes
subject_3 joint 3 Task 0 1 1 4 1 1776 0.916666666667 Yes M 30-39 yes
subject_3 joint 3 Task 0 1 2 3 1 2126 0.916666666667 Yes M 30-39 yes
subject_3 joint 3 Task 0 1 3 3 1 3091 0.916666666667 Yes M 30-39 yes
subject_3 joint 3 Task 0 2 3 4 1 1833 0.916666666667 Yes M 30-39 yes
subject_3 joint 3 Task 0 2 4 0 0 3043 0.916666666667 Yes M 30-39 yes
subject_3 joint 3 Task 0 2 2 2 1 2064 0.916666666667 Yes M 30-39 yes
subject_3 joint 3 Task 0 2 1 2 1 1913 0.916666666667 Yes M 30-39 yes
subject_3 joint 3 Task 0 2 1 1 0 2072 0.916666666667 Yes M 30-39 yes
subject_3 joint 3 Task 0 2 0 4 1 1870 0.916666666667 Yes M 30-39 yes
subject_3 joint 3 Task 0 2 1 0 0 1905 0.916666666667 Yes M 30-39 yes
subject_3 joint 3 Task 0 2 3 3 1 2007 0.916666666667 Yes M 30-39 yes
subject_3 joint 3 Task 0 2 3 2 1 1855 0.916666666667 Yes M 30-39 yes
subject_3 joint 3 Task 0 2 2 3 1 2445 0.916666666667 Yes M 30-39 yes
subject_3 joint 3 Task 0 2 1 3 1 1932 0.916666666667 Yes M 30-39 yes
subject_3 joint 3 Task 0 2 2 1 0 2357 0.916666666667 Yes M 30-39 yes
subject_3 joint 3 Task 0 2 4 4 0 2096 0.916666666667 Yes M 30-39 yes
subject_3 joint 3 Task 0 2 4 3 0 2837 0.916666666667 Yes M 30-39 yes
subject_3 joint 3 Task 0 2 0 3 1 1908 0.916666666667 Yes M 30-39 yes
subject_3 joint 3 Task 0 2 3 0 1 1815 0.916666666667 Yes M 30-39 yes
subject_3 joint 3 Task 0 2 0 0 0 1718 0.916666666667 Yes M 30-39 yes
subject_3 joint 3 Task 0 2 4 2 0 1957 0.916666666667 Yes M 30-39 yes
subject_3 joint 3 Task 0 2 0 2 1 2058 0.916666666667 Yes M 30-39 yes
subject_3 joint 3 Task 0 2 1 4 1 1861 0.916666666667 Yes M 30-39 yes
subject_3 joint 3 Task 0 2 4 1 1 2633 0.916666666667 Yes M 30-39 yes
subject_3 joint 3 Task 0 2 2 0 0 1918 0.916666666667 Yes M 30-39 yes
subject_3 joint 3 Task 0 2 0 1 0 1815 0.916666666667 Yes M 30-39 yes
subject_3 joint 3 Task 0 2 2 4 1 1804 0.916666666667 Yes M 30-39 yes
subject_3 joint 3 Task 0 2 3 1 0 1779 0.916666666667 Yes M 30-39 yes
subject_3 sound 3 Task 2 1 1 0 1 3242 0.916666666667 Yes M 30-39 yes
subject_3 sound 3 Task 4 1 3 0 1 2495 0.916666666667 Yes M 30-39 yes
subject_3 sound 3 Task 5 1 4 0 0 2097 0.916666666667 Yes M 30-39 yes
subject_3 sound 3 Task 3 1 2 0 0 2421 0.916666666667 Yes M 30-39 yes
subject_3 sound 3 Task 1 1 0 0 0 2129 0.916666666667 Yes M 30-39 yes
subject_3 sound 3 Task 1 2 0 0 0 2043 0.916666666667 Yes M 30-39 yes
subject_3 sound 3 Task 2 2 1 0 0 1959 0.916666666667 Yes M 30-39 yes
subject_3 sound 3 Task 5 2 4 0 1 4309 0.916666666667 Yes M 30-39 yes
subject_3 sound 3 Task 3 2 2 0 1 2624 0.916666666667 Yes M 30-39 yes
subject_3 sound 3 Task 4 2 3 0 1 2878 0.916666666667 Yes M 30-39 yes
subject_3 concept 3 Task 4 1 0 3 1 2050 0.916666666667 Yes M 30-39 yes
subject_3 concept 3 Task 3 1 0 2 1 2141 0.916666666667 Yes M 30-39 yes
subject_3 concept 3 Task 2 1 0 1 0 1965 0.916666666667 Yes M 30-39 yes
subject_3 concept 3 Task 5 1 0 4 1 2228 0.916666666667 Yes M 30-39 yes
subject_3 concept 3 Task 1 1 0 0 0 2128 0.916666666667 Yes M 30-39 yes
subject_3 concept 3 Task 1 2 0 0 0 2005 0.916666666667 Yes M 30-39 yes
subject_3 concept 3 Task 3 2 0 2 1 1933 0.916666666667 Yes M 30-39 yes
subject_3 concept 3 Task 5 2 0 4 1 1953 0.916666666667 Yes M 30-39 yes
subject_3 concept 3 Task 2 2 0 1 0 2107 0.916666666667 Yes M 30-39 yes
subject_3 concept 3 Task 4 2 0 3 1 2217 0.916666666667 Yes M 30-39 yes
subject_4 joint 2 preTask 0 1 NA NA 0 4805 1.0 No M 50-59 yes
subject_4 joint 2 preTask 1 1 NA NA 1 4731 1.0 No M 50-59 yes
subject_4 joint 2 preTask 1 1 NA NA 1 2187 1.0 No M 50-59 yes
subject_4 joint 2 preTask 0 1 NA NA 0 2128 1.0 No M 50-59 yes
subject_4 sound 2 preTask 1 1 NA NA 1 2452 1.0 No M 50-59 yes
subject_4 sound 2 preTask 0 1 NA NA 0 2089 1.0 No M 50-59 yes
subject_4 sound 2 preTask 0 1 NA NA 0 2105 1.0 No M 50-59 yes
subject_4 sound 2 preTask 1 1 NA NA 1 2115 1.0 No M 50-59 yes
subject_4 concept 2 preTask 1 1 NA NA 1 2836 1.0 No M 50-59 yes
subject_4 concept 2 preTask 0 1 NA NA 0 2149 1.0 No M 50-59 yes
subject_4 concept 2 preTask 1 1 NA NA 1 1995 1.0 No M 50-59 yes
subject_4 concept 2 preTask 0 1 NA NA 0 1923 1.0 No M 50-59 yes
subject_4 concept 2 Task 1 1 0 0 0 2793 1.0 No M 50-59 yes
subject_4 concept 2 Task 3 1 0 2 0 2452 1.0 No M 50-59 yes
subject_4 concept 2 Task 4 1 0 3 1 2421 1.0 No M 50-59 yes
subject_4 concept 2 Task 5 1 0 4 1 2114 1.0 No M 50-59 yes
subject_4 concept 2 Task 2 1 0 1 0 2439 1.0 No M 50-59 yes
subject_4 concept 2 Task 3 2 0 2 0 2299 1.0 No M 50-59 yes
subject_4 concept 2 Task 2 2 0 1 0 2851 1.0 No M 50-59 yes
subject_4 concept 2 Task 5 2 0 4 1 2058 1.0 No M 50-59 yes
subject_4 concept 2 Task 1 2 0 0 0 2230 1.0 No M 50-59 yes
subject_4 concept 2 Task 4 2 0 3 1 1994 1.0 No M 50-59 yes
subject_4 sound 2 Task 2 1 1 0 0 2377 1.0 No M 50-59 yes
subject_4 sound 2 Task 4 1 3 0 1 2144 1.0 No M 50-59 yes
subject_4 sound 2 Task 3 1 2 0 1 2132 1.0 No M 50-59 yes
subject_4 sound 2 Task 1 1 0 0 0 2165 1.0 No M 50-59 yes
subject_4 sound 2 Task 5 1 4 0 1 2022 1.0 No M 50-59 yes
subject_4 sound 2 Task 2 2 1 0 0 2050 1.0 No M 50-59 yes
subject_4 sound 2 Task 5 2 4 0 1 2050 1.0 No M 50-59 yes
subject_4 sound 2 Task 1 2 0 0 0 2028 1.0 No M 50-59 yes
subject_4 sound 2 Task 4 2 3 0 1 1978 1.0 No M 50-59 yes
subject_4 sound 2 Task 3 2 2 0 1 1972 1.0 No M 50-59 yes
subject_4 joint 2 Task 0 1 1 0 0 2343 1.0 No M 50-59 yes
subject_4 joint 2 Task 0 1 2 0 1 2522 1.0 No M 50-59 yes
subject_4 joint 2 Task 0 1 2 3 1 2136 1.0 No M 50-59 yes
subject_4 joint 2 Task 0 1 3 3 1 2161 1.0 No M 50-59 yes
subject_4 joint 2 Task 0 1 4 3 1 2049 1.0 No M 50-59 yes
subject_4 joint 2 Task 0 1 0 0 0 1992 1.0 No M 50-59 yes
subject_4 joint 2 Task 0 1 2 4 1 1899 1.0 No M 50-59 yes
subject_4 joint 2 Task 0 1 0 4 1 2531 1.0 No M 50-59 yes
subject_4 joint 2 Task 0 1 4 1 1 2387 1.0 No M 50-59 yes
subject_4 joint 2 Task 0 1 4 0 1 2395 1.0 No M 50-59 yes
subject_4 joint 2 Task 0 1 1 3 1 2255 1.0 No M 50-59 yes
subject_4 joint 2 Task 0 1 2 1 0 2542 1.0 No M 50-59 yes
subject_4 joint 2 Task 0 1 0 1 0 2445 1.0 No M 50-59 yes
subject_4 joint 2 Task 0 1 0 2 0 2041 1.0 No M 50-59 yes
subject_4 joint 2 Task 0 1 1 4 0 2193 1.0 No M 50-59 yes
subject_4 joint 2 Task 0 1 1 1 0 2114 1.0 No M 50-59 yes
subject_4 joint 2 Task 0 1 3 4 1 1980 1.0 No M 50-59 yes
subject_4 joint 2 Task 0 1 4 4 1 2035 1.0 No M 50-59 yes
subject_4 joint 2 Task 0 1 3 1 1 2003 1.0 No M 50-59 yes
subject_4 joint 2 Task 0 1 1 2 0 2059 1.0 No M 50-59 yes
subject_4 joint 2 Task 0 1 4 2 1 1875 1.0 No M 50-59 yes
subject_4 joint 2 Task 0 1 0 3 1 2285 1.0 No M 50-59 yes
subject_4 joint 2 Task 0 1 2 2 1 2205 1.0 No M 50-59 yes
subject_4 joint 2 Task 0 1 3 2 1 2017 1.0 No M 50-59 yes
subject_4 joint 2 Task 0 1 3 0 1 2247 1.0 No M 50-59 yes
subject_4 joint 2 Task 0 2 2 3 1 2142 1.0 No M 50-59 yes
subject_4 joint 2 Task 0 2 1 2 0 2085 1.0 No M 50-59 yes
subject_4 joint 2 Task 0 2 4 2 1 1997 1.0 No M 50-59 yes
subject_4 joint 2 Task 0 2 2 4 1 1928 1.0 No M 50-59 yes
subject_4 joint 2 Task 0 2 0 0 0 1801 1.0 No M 50-59 yes
subject_4 joint 2 Task 0 2 1 3 1 1912 1.0 No M 50-59 yes
subject_4 joint 2 Task 0 2 2 2 1 1972 1.0 No M 50-59 yes
subject_4 joint 2 Task 0 2 1 0 0 1938 1.0 No M 50-59 yes
subject_4 joint 2 Task 0 2 1 1 0 2131 1.0 No M 50-59 yes
subject_4 joint 2 Task 0 2 4 3 1 1931 1.0 No M 50-59 yes
subject_4 joint 2 Task 0 2 3 4 1 1875 1.0 No M 50-59 yes
subject_4 joint 2 Task 0 2 3 2 1 2000 1.0 No M 50-59 yes
subject_4 joint 2 Task 0 2 4 1 1 2119 1.0 No M 50-59 yes
subject_4 joint 2 Task 0 2 4 4 1 2067 1.0 No M 50-59 yes
subject_4 joint 2 Task 0 2 3 0 1 2225 1.0 No M 50-59 yes
subject_4 joint 2 Task 0 2 0 2 0 2115 1.0 No M 50-59 yes
subject_4 joint 2 Task 0 2 3 1 1 2043 1.0 No M 50-59 yes
subject_4 joint 2 Task 0 2 2 0 1 2180 1.0 No M 50-59 yes
subject_4 joint 2 Task 0 2 1 4 1 1928 1.0 No M 50-59 yes
subject_4 joint 2 Task 0 2 0 4 1 1823 1.0 No M 50-59 yes
subject_4 joint 2 Task 0 2 3 3 1 2066 1.0 No M 50-59 yes
subject_4 joint 2 Task 0 2 4 0 0 2149 1.0 No M 50-59 yes
subject_4 joint 2 Task 0 2 2 1 1 2093 1.0 No M 50-59 yes
subject_4 joint 2 Task 0 2 0 3 1 2187 1.0 No M 50-59 yes
subject_4 joint 2 Task 0 2 0 1 0 1962 1.0 No M 50-59 yes
subject_5 joint 1 preTask 1 1 NA NA 1 6802 1.0 No M 30-39 yes
subject_5 joint 1 preTask 0 1 NA NA 0 4802 1.0 No M 30-39 yes
subject_5 joint 1 preTask 0 1 NA NA 0 2978 1.0 No M 30-39 yes
subject_5 joint 1 preTask 1 1 NA NA 1 2530 1.0 No M 30-39 yes
subject_5 sound 1 preTask 0 1 NA NA 0 4158 1.0 No M 30-39 yes
subject_5 sound 1 preTask 1 1 NA NA 1 2424 1.0 No M 30-39 yes
subject_5 sound 1 preTask 1 1 NA NA 1 2280 1.0 No M 30-39 yes
