ID condition type order block sound_dist concept_dist answer RT score problem gender age
A3G5FY6NGZWIY7 concept Task 3 1 0 3 0 2888 0.6875 No M 30-39
A3G5FY6NGZWIY7 concept Task 4 2 0 4 1 2598 0.6875 No M 30-39
A3G5FY6NGZWIY7 concept Task 3 2 0 3 1 2334 0.6875 No M 30-39
A3G5FY6NGZWIY7 concept Task 2 2 0 2 0 2603 0.6875 No M 30-39
A3G5FY6NGZWIY7 concept Task 1 2 0 1 0 2518 0.6875 No M 30-39
A3G5FY6NGZWIY7 joint Task 0 1 2 2 1 2680 0.6875 No M 30-39
A3G5FY6NGZWIY7 joint Task 0 1 2 4 1 2933 0.6875 No M 30-39
A3G5FY6NGZWIY7 joint Task 0 1 1 4 1 2504 0.6875 No M 30-39
A3G5FY6NGZWIY7 joint Task 0 1 1 3 1 2701 0.6875 No M 30-39
A3G5FY6NGZWIY7 joint Task 0 1 2 1 0 2352 0.6875 No M 30-39
A3G5FY6NGZWIY7 joint Task 0 1 1 1 0 2417 0.6875 No M 30-39
A3G5FY6NGZWIY7 joint Task 0 1 3 3 1 2238 0.6875 No M 30-39
A3G5FY6NGZWIY7 joint Task 0 1 4 1 0 2464 0.6875 No M 30-39
A3G5FY6NGZWIY7 joint Task 0 1 4 3 1 2369 0.6875 No M 30-39
A3G5FY6NGZWIY7 joint Task 0 1 4 2 1 2343 0.6875 No M 30-39
A3G5FY6NGZWIY7 joint Task 0 1 3 4 1 2304 0.6875 No M 30-39
A3G5FY6NGZWIY7 joint Task 0 1 3 1 0 2675 0.6875 No M 30-39
A3G5FY6NGZWIY7 joint Task 0 1 3 2 1 2480 0.6875 No M 30-39
A3G5FY6NGZWIY7 joint Task 0 1 4 4 1 2319 0.6875 No M 30-39
A3G5FY6NGZWIY7 joint Task 0 1 1 2 0 2950 0.6875 No M 30-39
A3G5FY6NGZWIY7 joint Task 0 1 2 3 1 2600 0.6875 No M 30-39
A3G5FY6NGZWIY7 joint Task 0 2 1 3 0 2529 0.6875 No M 30-39
A3G5FY6NGZWIY7 joint Task 0 2 4 4 1 2436 0.6875 No M 30-39
A3G5FY6NGZWIY7 joint Task 0 2 2 2 0 2617 0.6875 No M 30-39
A3G5FY6NGZWIY7 joint Task 0 2 3 4 1 2538 0.6875 No M 30-39
A3G5FY6NGZWIY7 joint Task 0 2 2 1 0 2388 0.6875 No M 30-39
A3G5FY6NGZWIY7 joint Task 0 2 2 3 1 2412 0.6875 No M 30-39
A3G5FY6NGZWIY7 joint Task 0 2 3 2 1 2593 0.6875 No M 30-39
A3G5FY6NGZWIY7 joint Task 0 2 4 1 0 2269 0.6875 No M 30-39
A3G5FY6NGZWIY7 joint Task 0 2 3 3 1 2211 0.6875 No M 30-39
A3G5FY6NGZWIY7 joint Task 0 2 1 4 1 2187 0.6875 No M 30-39
A3G5FY6NGZWIY7 joint Task 0 2 3 1 0 2481 0.6875 No M 30-39
A3G5FY6NGZWIY7 joint Task 0 2 4 2 0 2715 0.6875 No M 30-39
A3G5FY6NGZWIY7 joint Task 0 2 1 1 0 2493 0.6875 No M 30-39
A3G5FY6NGZWIY7 joint Task 0 2 1 2 0 2499 0.6875 No M 30-39
A3G5FY6NGZWIY7 joint Task 0 2 4 3 1 2357 0.6875 No M 30-39
A3G5FY6NGZWIY7 joint Task 0 2 2 4 1 2278 0.6875 No M 30-39
A38DXFI1TZA295 joint preTask 0 1 NA NA 0 2846 0.75 No F 50-59
A38DXFI1TZA295 joint preTask 0 1 NA NA 0 6414 0.75 No F 50-59
A38DXFI1TZA295 joint preTask 1 1 NA NA 1 2787 0.75 No F 50-59
A38DXFI1TZA295 joint preTask 1 1 NA NA 1 2417 0.75 No F 50-59
A38DXFI1TZA295 sound preTask 1 1 NA NA 1 2717 0.75 No F 50-59
A38DXFI1TZA295 sound preTask 0 1 NA NA 0 2562 0.75 No F 50-59
A38DXFI1TZA295 sound preTask 1 1 NA NA 1 2375 0.75 No F 50-59
A38DXFI1TZA295 sound preTask 0 1 NA NA 0 2337 0.75 No F 50-59
A38DXFI1TZA295 concept preTask 1 1 NA NA 1 2496 0.75 No F 50-59
A38DXFI1TZA295 concept preTask 1 1 NA NA 1 2758 0.75 No F 50-59
A38DXFI1TZA295 concept preTask 0 1 NA NA 0 2354 0.75 No F 50-59
A38DXFI1TZA295 concept preTask 0 1 NA NA 0 2224 0.75 No F 50-59
A38DXFI1TZA295 joint Task 0 1 2 1 0 6214 0.75 No F 50-59
A38DXFI1TZA295 joint Task 0 1 1 4 1 2816 0.75 No F 50-59
A38DXFI1TZA295 joint Task 0 1 2 3 1 2281 0.75 No F 50-59
A38DXFI1TZA295 joint Task 0 1 4 1 0 2440 0.75 No F 50-59
A38DXFI1TZA295 joint Task 0 1 1 1 0 2330 0.75 No F 50-59
A38DXFI1TZA295 joint Task 0 1 4 3 1 2297 0.75 No F 50-59
A38DXFI1TZA295 joint Task 0 1 1 3 1 2174 0.75 No F 50-59
A38DXFI1TZA295 joint Task 0 1 2 2 0 2433 0.75 No F 50-59
A38DXFI1TZA295 joint Task 0 1 3 1 1 3248 0.75 No F 50-59
A38DXFI1TZA295 joint Task 0 1 2 4 1 2418 0.75 No F 50-59
A38DXFI1TZA295 joint Task 0 1 3 3 1 2216 0.75 No F 50-59
A38DXFI1TZA295 joint Task 0 1 4 4 1 2074 0.75 No F 50-59
A38DXFI1TZA295 joint Task 0 1 3 2 1 2234 0.75 No F 50-59
A38DXFI1TZA295 joint Task 0 1 1 2 1 2052 0.75 No F 50-59
A38DXFI1TZA295 joint Task 0 1 3 4 1 2181 0.75 No F 50-59
A38DXFI1TZA295 joint Task 0 1 4 2 1 2122 0.75 No F 50-59
A38DXFI1TZA295 joint Task 0 2 2 2 1 2135 0.75 No F 50-59
A38DXFI1TZA295 joint Task 0 2 4 3 1 2216 0.75 No F 50-59
A38DXFI1TZA295 joint Task 0 2 1 4 1 2481 0.75 No F 50-59
A38DXFI1TZA295 joint Task 0 2 1 2 0 2224 0.75 No F 50-59
A38DXFI1TZA295 joint Task 0 2 3 1 0 2279 0.75 No F 50-59
A38DXFI1TZA295 joint Task 0 2 2 1 0 2067 0.75 No F 50-59
A38DXFI1TZA295 joint Task 0 2 1 1 0 2065 0.75 No F 50-59
A38DXFI1TZA295 joint Task 0 2 3 3 1 2130 0.75 No F 50-59
A38DXFI1TZA295 joint Task 0 2 4 2 1 2098 0.75 No F 50-59
A38DXFI1TZA295 joint Task 0 2 4 1 0 2296 0.75 No F 50-59
A38DXFI1TZA295 joint Task 0 2 3 4 0 2378 0.75 No F 50-59
A38DXFI1TZA295 joint Task 0 2 4 4 1 2304 0.75 No F 50-59
A38DXFI1TZA295 joint Task 0 2 1 3 1 2231 0.75 No F 50-59
A38DXFI1TZA295 joint Task 0 2 2 4 1 2012 0.75 No F 50-59
A38DXFI1TZA295 joint Task 0 2 2 3 1 2065 0.75 No F 50-59
A38DXFI1TZA295 joint Task 0 2 3 2 1 2368 0.75 No F 50-59
A38DXFI1TZA295 concept Task 2 1 0 2 1 2845 0.75 No F 50-59
A38DXFI1TZA295 concept Task 3 1 0 3 1 2201 0.75 No F 50-59
A38DXFI1TZA295 concept Task 4 1 0 4 1 2118 0.75 No F 50-59
A38DXFI1TZA295 concept Task 1 1 0 1 0 2330 0.75 No F 50-59
A38DXFI1TZA295 concept Task 2 2 0 2 0 2593 0.75 No F 50-59
A38DXFI1TZA295 concept Task 1 2 0 1 0 2234 0.75 No F 50-59
A38DXFI1TZA295 concept Task 3 2 0 3 1 2280 0.75 No F 50-59
A38DXFI1TZA295 concept Task 4 2 0 4 1 2249 0.75 No F 50-59
A38DXFI1TZA295 sound Task 1 1 1 0 1 2634 0.75 No F 50-59
A38DXFI1TZA295 sound Task 3 1 3 0 1 2166 0.75 No F 50-59
A38DXFI1TZA295 sound Task 2 1 2 0 0 2465 0.75 No F 50-59
A38DXFI1TZA295 sound Task 4 1 4 0 1 2424 0.75 No F 50-59
A38DXFI1TZA295 sound Task 3 2 3 0 1 2279 0.75 No F 50-59
A38DXFI1TZA295 sound Task 1 2 1 0 0 2161 0.75 No F 50-59
A38DXFI1TZA295 sound Task 4 2 4 0 1 2025 0.75 No F 50-59
A38DXFI1TZA295 sound Task 2 2 2 0 0 2129 0.75 No F 50-59
A3GOKNZGZGHL45 joint preTask 1 1 NA NA 0 4469 0.4375 Yes F 30-39
A3GOKNZGZGHL45 joint preTask 1 1 NA NA 1 3368 0.4375 Yes F 30-39
A3GOKNZGZGHL45 joint preTask 0 1 NA NA 0 2154 0.4375 Yes F 30-39
A3GOKNZGZGHL45 joint preTask 0 1 NA NA 0 1979 0.4375 Yes F 30-39
A3GOKNZGZGHL45 sound preTask 0 1 NA NA 0 2938 0.4375 Yes F 30-39
A3GOKNZGZGHL45 sound preTask 0 1 NA NA 1 2481 0.4375 Yes F 30-39
A3GOKNZGZGHL45 sound preTask 1 1 NA NA 1 2394 0.4375 Yes F 30-39
A3GOKNZGZGHL45 sound preTask 1 1 NA NA 0 1794 0.4375 Yes F 30-39
A3GOKNZGZGHL45 concept preTask 1 1 NA NA 0 2489 0.4375 Yes F 30-39
A3GOKNZGZGHL45 concept preTask 1 1 NA NA 0 2410 0.4375 Yes F 30-39
A3GOKNZGZGHL45 concept preTask 0 1 NA NA 0 2345 0.4375 Yes F 30-39
A3GOKNZGZGHL45 concept preTask 0 1 NA NA 0 2298 0.4375 Yes F 30-39
A3GOKNZGZGHL45 concept Task 2 1 0 2 0 2437 0.4375 Yes F 30-39
A3GOKNZGZGHL45 concept Task 1 1 0 1 0 2242 0.4375 Yes F 30-39
A3GOKNZGZGHL45 concept Task 3 1 0 3 1 2658 0.4375 Yes F 30-39
A3GOKNZGZGHL45 concept Task 4 1 0 4 0 2194 0.4375 Yes F 30-39
A3GOKNZGZGHL45 concept Task 1 2 0 1 0 2296 0.4375 Yes F 30-39
A3GOKNZGZGHL45 concept Task 4 2 0 4 1 2346 0.4375 Yes F 30-39
A3GOKNZGZGHL45 concept Task 3 2 0 3 1 2324 0.4375 Yes F 30-39
A3GOKNZGZGHL45 concept Task 2 2 0 2 1 2145 0.4375 Yes F 30-39
A3GOKNZGZGHL45 sound Task 1 1 1 0 0 2269 0.4375 Yes F 30-39
A3GOKNZGZGHL45 sound Task 3 1 3 0 1 2182 0.4375 Yes F 30-39
A3GOKNZGZGHL45 sound Task 4 1 4 0 1 2120 0.4375 Yes F 30-39
A3GOKNZGZGHL45 sound Task 2 1 2 0 0 1746 0.4375 Yes F 30-39
A3GOKNZGZGHL45 sound Task 1 2 1 0 0 1836 0.4375 Yes F 30-39
A3GOKNZGZGHL45 sound Task 2 2 2 0 1 1834 0.4375 Yes F 30-39
A3GOKNZGZGHL45 sound Task 4 2 4 0 0 2034 0.4375 Yes F 30-39
A3GOKNZGZGHL45 sound Task 3 2 3 0 0 2153 0.4375 Yes F 30-39
A3GOKNZGZGHL45 joint Task 0 1 1 4 1 2574 0.4375 Yes F 30-39
A3GOKNZGZGHL45 joint Task 0 1 3 3 1 2202 0.4375 Yes F 30-39
A3GOKNZGZGHL45 joint Task 0 1 1 1 0 2865 0.4375 Yes F 30-39
A3GOKNZGZGHL45 joint Task 0 1 4 3 1 2083 0.4375 Yes F 30-39
A3GOKNZGZGHL45 joint Task 0 1 1 3 1 2161 0.4375 Yes F 30-39
A3GOKNZGZGHL45 joint Task 0 1 2 3 1 2066 0.4375 Yes F 30-39
A3GOKNZGZGHL45 joint Task 0 1 4 1 0 1914 0.4375 Yes F 30-39
A3GOKNZGZGHL45 joint Task 0 1 3 2 1 2026 0.4375 Yes F 30-39
A3GOKNZGZGHL45 joint Task 0 1 2 4 1 2001 0.4375 Yes F 30-39
A3GOKNZGZGHL45 joint Task 0 1 2 1 0 2074 0.4375 Yes F 30-39
A3GOKNZGZGHL45 joint Task 0 1 3 1 0 1962 0.4375 Yes F 30-39
A3GOKNZGZGHL45 joint Task 0 1 1 2 1 2027 0.4375 Yes F 30-39
A3GOKNZGZGHL45 joint Task 0 1 4 4 1 1992 0.4375 Yes F 30-39
A3GOKNZGZGHL45 joint Task 0 1 3 4 1 1990 0.4375 Yes F 30-39
A3GOKNZGZGHL45 joint Task 0 1 2 2 1 2297 0.4375 Yes F 30-39
A3GOKNZGZGHL45 joint Task 0 1 4 2 1 2202 0.4375 Yes F 30-39
A3GOKNZGZGHL45 joint Task 0 2 2 3 1 2040 0.4375 Yes F 30-39
A3GOKNZGZGHL45 joint Task 0 2 4 2 1 2131 0.4375 Yes F 30-39
A3GOKNZGZGHL45 joint Task 0 2 4 1 1 1873 0.4375 Yes F 30-39
A3GOKNZGZGHL45 joint Task 0 2 1 3 0 2234 0.4375 Yes F 30-39
A3GOKNZGZGHL45 joint Task 0 2 3 2 0 2444 0.4375 Yes F 30-39
A3GOKNZGZGHL45 joint Task 0 2 3 1 0 2225 0.4375 Yes F 30-39
A3GOKNZGZGHL45 joint Task 0 2 2 1 1 2035 0.4375 Yes F 30-39
A3GOKNZGZGHL45 joint Task 0 2 3 4 1 2418 0.4375 Yes F 30-39
A3GOKNZGZGHL45 joint Task 0 2 4 4 1 2186 0.4375 Yes F 30-39
A3GOKNZGZGHL45 joint Task 0 2 1 1 1 2979 0.4375 Yes F 30-39
A3GOKNZGZGHL45 joint Task 0 2 4 3 1 2217 0.4375 Yes F 30-39
A3GOKNZGZGHL45 joint Task 0 2 2 2 1 2027 0.4375 Yes F 30-39
A3GOKNZGZGHL45 joint Task 0 2 3 3 1 1850 0.4375 Yes F 30-39
A3GOKNZGZGHL45 joint Task 0 2 1 2 1 2021 0.4375 Yes F 30-39
A3GOKNZGZGHL45 joint Task 0 2 1 4 1 1991 0.4375 Yes F 30-39
A3GOKNZGZGHL45 joint Task 0 2 2 4 1 2211 0.4375 Yes F 30-39
A2K9FAOBT66F3U joint preTask 0 1 NA NA 0 4968 0.75 No F 20-29
A2K9FAOBT66F3U joint preTask 1 1 NA NA 1 2465 0.75 No F 20-29
A2K9FAOBT66F3U joint preTask 1 1 NA NA 1 2639 0.75 No F 20-29
A2K9FAOBT66F3U joint preTask 0 1 NA NA 0 3114 0.75 No F 20-29
A2K9FAOBT66F3U sound preTask 0 1 NA NA 0 2941 0.75 No F 20-29
A2K9FAOBT66F3U sound preTask 0 1 NA NA 0 2947 0.75 No F 20-29
A2K9FAOBT66F3U sound preTask 1 1 NA NA 1 2550 0.75 No F 20-29
A2K9FAOBT66F3U sound preTask 1 1 NA NA 1 3625 0.75 No F 20-29
A2K9FAOBT66F3U concept preTask 0 1 NA NA 0 3017 0.75 No F 20-29
A2K9FAOBT66F3U concept preTask 0 1 NA NA 0 2917 0.75 No F 20-29
A2K9FAOBT66F3U concept preTask 1 1 NA NA 1 2203 0.75 No F 20-29
A2K9FAOBT66F3U concept preTask 1 1 NA NA 1 2478 0.75 No F 20-29
A2K9FAOBT66F3U joint Task 0 1 2 3 0 3701 0.75 No F 20-29
A2K9FAOBT66F3U joint Task 0 1 2 4 1 2099 0.75 No F 20-29
A2K9FAOBT66F3U joint Task 0 1 3 3 1 2633 0.75 No F 20-29
A2K9FAOBT66F3U joint Task 0 1 1 4 1 2223 0.75 No F 20-29
A2K9FAOBT66F3U joint Task 0 1 2 2 1 2696 0.75 No F 20-29
A2K9FAOBT66F3U joint Task 0 1 4 3 1 2507 0.75 No F 20-29
A2K9FAOBT66F3U joint Task 0 1 3 1 1 2494 0.75 No F 20-29
A2K9FAOBT66F3U joint Task 0 1 1 2 0 2767 0.75 No F 20-29
A2K9FAOBT66F3U joint Task 0 1 1 1 0 2507 0.75 No F 20-29
A2K9FAOBT66F3U joint Task 0 1 4 4 1 2204 0.75 No F 20-29
A2K9FAOBT66F3U joint Task 0 1 4 2 1 2497 0.75 No F 20-29
A2K9FAOBT66F3U joint Task 0 1 1 3 0 2604 0.75 No F 20-29
A2K9FAOBT66F3U joint Task 0 1 3 4 1 2080 0.75 No F 20-29
A2K9FAOBT66F3U joint Task 0 1 2 1 1 2369 0.75 No F 20-29
A2K9FAOBT66F3U joint Task 0 1 3 2 1 3398 0.75 No F 20-29
A2K9FAOBT66F3U joint Task 0 1 4 1 1 2597 0.75 No F 20-29
A2K9FAOBT66F3U joint Task 0 2 3 2 1 2192 0.75 No F 20-29
A2K9FAOBT66F3U joint Task 0 2 4 4 1 2446 0.75 No F 20-29
A2K9FAOBT66F3U joint Task 0 2 1 4 0 5935 0.75 No F 20-29
A2K9FAOBT66F3U joint Task 0 2 3 3 1 2212 0.75 No F 20-29
A2K9FAOBT66F3U joint Task 0 2 2 1 0 2484 0.75 No F 20-29
A2K9FAOBT66F3U joint Task 0 2 3 4 1 2039 0.75 No F 20-29
A2K9FAOBT66F3U joint Task 0 2 4 1 1 2275 0.75 No F 20-29
A2K9FAOBT66F3U joint Task 0 2 4 3 1 2021 0.75 No F 20-29
A2K9FAOBT66F3U joint Task 0 2 2 4 1 1841 0.75 No F 20-29
A2K9FAOBT66F3U joint Task 0 2 1 1 1 1903 0.75 No F 20-29
A2K9FAOBT66F3U joint Task 0 2 1 2 1 2036 0.75 No F 20-29
A2K9FAOBT66F3U joint Task 0 2 4 2 0 2163 0.75 No F 20-29
A2K9FAOBT66F3U joint Task 0 2 1 3 0 2191 0.75 No F 20-29
A2K9FAOBT66F3U joint Task 0 2 3 1 0 2186 0.75 No F 20-29
A2K9FAOBT66F3U joint Task 0 2 2 2 0 3187 0.75 No F 20-29
A2K9FAOBT66F3U joint Task 0 2 2 3 1 1990 0.75 No F 20-29
A2K9FAOBT66F3U concept Task 2 1 0 2 1 2628 0.75 No F 20-29
A2K9FAOBT66F3U concept Task 4 1 0 4 1 2212 0.75 No F 20-29
A2K9FAOBT66F3U concept Task 3 1 0 3 1 2335 0.75 No F 20-29
A2K9FAOBT66F3U concept Task 1 1 0 1 0 2669 0.75 No F 20-29
A2K9FAOBT66F3U concept Task 3 2 0 3 0 2325 0.75 No F 20-29
A2K9FAOBT66F3U concept Task 2 2 0 2 1 2174 0.75 No F 20-29
A2K9FAOBT66F3U concept Task 1 2 0 1 1 2193 0.75 No F 20-29
A2K9FAOBT66F3U concept Task 4 2 0 4 1 2472 0.75 No F 20-29
A2K9FAOBT66F3U sound Task 2 1 2 0 1 2491 0.75 No F 20-29
A2K9FAOBT66F3U sound Task 1 1 1 0 0 2297 0.75 No F 20-29
A2K9FAOBT66F3U sound Task 3 1 3 0 1 2241 0.75 No F 20-29
A2K9FAOBT66F3U sound Task 4 1 4 0 1 2655 0.75 No F 20-29
A2K9FAOBT66F3U sound Task 1 2 1 0 0 2559 0.75 No F 20-29
A2K9FAOBT66F3U sound Task 4 2 4 0 1 2110 0.75 No F 20-29
A2K9FAOBT66F3U sound Task 2 2 2 0 1 2238 0.75 No F 20-29
A2K9FAOBT66F3U sound Task 3 2 3 0 1 2147 0.75 No F 20-29
A20B84891JYCW6 joint preTask 0 1 NA NA 0 6408 0.6875 No M 30-39
A20B84891JYCW6 joint preTask 1 1 NA NA 0 3224 0.6875 No M 30-39
A20B84891JYCW6 joint preTask 1 1 NA NA 1 7970 0.6875 No M 30-39
A20B84891JYCW6 joint preTask 0 1 NA NA 0 3017 0.6875 No M 30-39
A20B84891JYCW6 sound preTask 0 1 NA NA 0 3908 0.6875 No M 30-39
A20B84891JYCW6 sound preTask 0 1 NA NA 0 3129 0.6875 No M 30-39
A20B84891JYCW6 sound preTask 1 1 NA NA 1 2491 0.6875 No M 30-39
A20B84891JYCW6 sound preTask 1 1 NA NA 1 2333 0.6875 No M 30-39
A20B84891JYCW6 concept preTask 0 1 NA NA 0 2172 0.6875 No M 30-39
A20B84891JYCW6 concept preTask 1 1 NA NA 1 2248 0.6875 No M 30-39
A20B84891JYCW6 concept preTask 0 1 NA NA 0 2214 0.6875 No M 30-39
A20B84891JYCW6 concept preTask 1 1 NA NA 1 2518 0.6875 No M 30-39
A20B84891JYCW6 concept Task 3 1 0 3 1 2969 0.6875 No M 30-39
A20B84891JYCW6 concept Task 4 1 0 4 1 2432 0.6875 No M 30-39
A20B84891JYCW6 concept Task 1 1 0 1 0 2408 0.6875 No M 30-39
A20B84891JYCW6 concept Task 2 1 0 2 0 2734 0.6875 No M 30-39
A20B84891JYCW6 concept Task 1 2 0 1 0 2890 0.6875 No M 30-39
A20B84891JYCW6 concept Task 4 2 0 4 1 2174 0.6875 No M 30-39
A20B84891JYCW6 concept Task 2 2 0 2 1 2138 0.6875 No M 30-39
A20B84891JYCW6 concept Task 3 2 0 3 1 2055 0.6875 No M 30-39
A20B84891JYCW6 sound Task 3 1 3 0 1 2801 0.6875 No M 30-39
A20B84891JYCW6 sound Task 1 1 1 0 0 3495 0.6875 No M 30-39
A20B84891JYCW6 sound Task 2 1 2 0 0 2502 0.6875 No M 30-39
A20B84891JYCW6 sound Task 4 1 4 0 1 2212 0.6875 No M 30-39
A20B84891JYCW6 sound Task 1 2 1 0 0 2722 0.6875 No M 30-39
A20B84891JYCW6 sound Task 2 2 2 0 0 2487 0.6875 No M 30-39
A20B84891JYCW6 sound Task 3 2 3 0 1 2265 0.6875 No M 30-39
A20B84891JYCW6 sound Task 4 2 4 0 1 2421 0.6875 No M 30-39
A20B84891JYCW6 joint Task 0 1 1 2 1 3764 0.6875 No M 30-39
A20B84891JYCW6 joint Task 0 1 4 4 1 2861 0.6875 No M 30-39
A20B84891JYCW6 joint Task 0 1 4 1 1 2461 0.6875 No M 30-39
A20B84891JYCW6 joint Task 0 1 3 3 1 3385 0.6875 No M 30-39
A20B84891JYCW6 joint Task 0 1 2 1 0 3103 0.6875 No M 30-39
A20B84891JYCW6 joint Task 0 1 3 2 1 2627 0.6875 No M 30-39
A20B84891JYCW6 joint Task 0 1 2 4 1 2478 0.6875 No M 30-39
A20B84891JYCW6 joint Task 0 1 3 1 1 3125 0.6875 No M 30-39
A20B84891JYCW6 joint Task 0 1 1 3 0 3130 0.6875 No M 30-39
A20B84891JYCW6 joint Task 0 1 1 4 1 2602 0.6875 No M 30-39
A20B84891JYCW6 joint Task 0 1 1 1 0 3128 0.6875 No M 30-39
A20B84891JYCW6 joint Task 0 1 4 2 1 2389 0.6875 No M 30-39
A20B84891JYCW6 joint Task 0 1 2 2 0 2881 0.6875 No M 30-39
A20B84891JYCW6 joint Task 0 1 2 3 1 2466 0.6875 No M 30-39
A20B84891JYCW6 joint Task 0 1 3 4 1 2702 0.6875 No M 30-39
A20B84891JYCW6 joint Task 0 1 4 3 1 2377 0.6875 No M 30-39
A20B84891JYCW6 joint Task 0 2 3 1 1 2494 0.6875 No M 30-39
A20B84891JYCW6 joint Task 0 2 2 3 0 3007 0.6875 No M 30-39
A20B84891JYCW6 joint Task 0 2 4 1 1 3174 0.6875 No M 30-39
A20B84891JYCW6 joint Task 0 2 3 2 1 2328 0.6875 No M 30-39
A20B84891JYCW6 joint Task 0 2 4 3 1 2540 0.6875 No M 30-39
A20B84891JYCW6 joint Task 0 2 1 1 0 2573 0.6875 No M 30-39
A20B84891JYCW6 joint Task 0 2 3 4 1 2199 0.6875 No M 30-39
A20B84891JYCW6 joint Task 0 2 2 4 1 2107 0.6875 No M 30-39
A20B84891JYCW6 joint Task 0 2 4 4 1 2203 0.6875 No M 30-39
A20B84891JYCW6 joint Task 0 2 4 2 1 2354 0.6875 No M 30-39
A20B84891JYCW6 joint Task 0 2 1 4 1 2455 0.6875 No M 30-39
A20B84891JYCW6 joint Task 0 2 3 3 1 2713 0.6875 No M 30-39
A20B84891JYCW6 joint Task 0 2 2 1 0 3599 0.6875 No M 30-39
A20B84891JYCW6 joint Task 0 2 1 3 1 2280 0.6875 No M 30-39
A20B84891JYCW6 joint Task 0 2 2 2 0 2947 0.6875 No M 30-39
A20B84891JYCW6 joint Task 0 2 1 2 1 2035 0.6875 No M 30-39
A13RPOG44S6YO5 joint preTask 1 1 NA NA 0 4338 0.6875 No F 40-49
A13RPOG44S6YO5 joint preTask 0 1 NA NA 0 4096 0.6875 No F 40-49
A13RPOG44S6YO5 joint preTask 1 1 NA NA 1 5163 0.6875 No F 40-49
A13RPOG44S6YO5 joint preTask 0 1 NA NA 0 3730 0.6875 No F 40-49
A13RPOG44S6YO5 sound preTask 0 1 NA NA 0 3117 0.6875 No F 40-49
A13RPOG44S6YO5 sound preTask 1 1 NA NA 1 3367 0.6875 No F 40-49
A13RPOG44S6YO5 sound preTask 0 1 NA NA 0 2745 0.6875 No F 40-49
A13RPOG44S6YO5 sound preTask 1 1 NA NA 1 3203 0.6875 No F 40-49
A13RPOG44S6YO5 concept preTask 1 1 NA NA 1 3092 0.6875 No F 40-49
A13RPOG44S6YO5 concept preTask 0 1 NA NA 0 3131 0.6875 No F 40-49
A13RPOG44S6YO5 concept preTask 0 1 NA NA 0 4178 0.6875 No F 40-49
A13RPOG44S6YO5 concept preTask 1 1 NA NA 1 2630 0.6875 No F 40-49
A13RPOG44S6YO5 joint Task 0 1 4 2 1 3489 0.6875 No F 40-49
A13RPOG44S6YO5 joint Task 0 1 3 4 1 3259 0.6875 No F 40-49
A13RPOG44S6YO5 joint Task 0 1 3 3 1 3614 0.6875 No F 40-49
A13RPOG44S6YO5 joint Task 0 1 4 1 0 4134 0.6875 No F 40-49
A13RPOG44S6YO5 joint Task 0 1 4 4 1 4445 0.6875 No F 40-49
A13RPOG44S6YO5 joint Task 0 1 1 4 1 4017 0.6875 No F 40-49
A13RPOG44S6YO5 joint Task 0 1 2 3 0 5322 0.6875 No F 40-49
A13RPOG44S6YO5 joint Task 0 1 3 2 0 5866 0.6875 No F 40-49
